Index	Text	POS Modified
100	tablespoon	NN1
101	pasta	NN1
102	sauce	NN1
103	,	,
104	meatball	NN1
105	,	,
106	and	CC
107	more	DAR
108	tablespoon	NN1
109	pasta	NN1
110	sauce	NN1
111	,	,
112	respectively	RR
113	.	.
114	Sprinkle	VB
115	remaining	VBG
116	Parmesan	JJ
117	cheese	NN1
118	over	II
119	the	AT
120	tops	NN2
121	of	IO
122	each	DD1
123	meatball	NN1
124	nest	NN1
125	.	.
126	Bake	VB
127	in	II
128	the	AT
129	preheated	JJ
130	oven	NN1
131	until	CS
132	pasta	NN1
133	and	CC
134	meatballs	NN2
135	are	VBP
136	heated	VBN
137	through	RP
138	and	CC
139	cheese	NN1
140	melts	VBZ
141	,	,
142	to	II
143	minutes	NNT2
144	.	.
145	Cool	VV0
146	slightly	RR
147	before	II
148	transferring	VBG
149	muffin	NN1
150	bites	NN2
151	to	II
152	a	AT1
153	serving	VBG
154	platter	NN1
155	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Cut	VB
12	a	AT1
13	/	FO
14	inch	NNU1
15	crisscross	VB
16	on	II
17	the	AT
18	flat	JJ
19	side	NN1
20	of	IO
21	each	DD1
22	nut	NN1
23	.	.
24	Be	VB
25	sure	JJ
26	to	TO
27	cut	VB
28	through	II
29	the	AT
30	shell	NN1
31	to	TO
32	prevent	VB
33	the	AT
34	nut	NN1
35	from	II
36	exploding	VBG
37	.	.
38	Place	VB
39	the	AT
40	nuts	NN2
41	in	II
42	a	AT1
43	shallow	JJ
44	baking	NN1
45	pan	NN1
46	and	CC
47	bake	VB
48	for	IF
49	to	II
50	minutes	NNT2
51	.	.
52	Allow	VB
53	to	TO
54	cool	VVI
55	and	CC
56	peel	VVI
57	off	RP
58	the	AT
59	shell	NN1
60	.	.
61	Place	VB
62	nuts	NN2
63	in	II
64	a	AT1
65	skillet	NN1
66	with	IW
67	butter	NN1
68	and	CC
69	saute	VV0
70	over	RP
71	high	JJ
72	heat	NN1
73	until	CS
74	the	AT
75	butter	NN1
76	is	VBZ
77	melted	VBN
78	and	CC
79	the	AT
80	chestnuts	NN2
81	are	VBP
82	well	RR
83	coated	VBN
84	.	.
85	Place	VB
86	skillet	NN1
87	in	II
88	oven	NN1
89	and	CC
90	roast	VV0
91	until	CS
92	they	PPHS2
93	are	VBP
94	golden	JJ
95	on	II
96	top	NN1
97	.	.
98	Sprinkle	VB
99	with	IW
100	salt	NN1
101	and	CC
102	cinnamon	NN1
103	.	.
1	Preheat	VB
2	an	AT1
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Mix	VB
13	ground	NN1
14	beef	NN1
15	,	,
16	cracker	NN1
17	crumbs	NN2
18	,	,
19	chopped	VBN
20	onion	NN1
21	,	,
22	milk	NN1
23	,	,
24	eggs	NN2
25	,	,
26	and	CC
27	salt	NN1
28	in	II
29	a	AT1
30	large	JJ
31	bowl	NN1
32	.	.
33	Roll	VB
34	out	RP
35	meatballs	NN2
36	and	CC
37	arrange	VB
38	on	II
39	a	AT1
40	baking	NN1
41	sheet	NN1
42	with	IW
43	a	AT1
44	rim	NN1
45	.	.
46	Whisk	VB
47	together	RL
48	the	AT
49	ketchup	NN1
50	,	,
51	water	NN1
52	,	,
53	brown	JJ
54	sugar	NN1
55	,	,
56	and	CC
57	nutmeg	NN1
58	in	II
59	a	AT1
60	bowl	NN1
61	.	.
62	Pour	VB
63	mixture	NN1
64	over	II
65	meatballs	NN2
66	.	.
67	Bake	VB
68	in	II
69	the	AT
70	preheated	JJ
71	oven	NN1
72	until	CS
73	the	AT
74	meatballs	NN2
75	are	VBP
76	no	RR21
77	longer	RR22
78	pink	JJ
79	in	II
80	the	AT
81	center	NN1
82	,	,
83	about	II
84	minutes	NNT2
85	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Line	NN1
12	baking	NN1
13	sheets	NN2
14	with	IW
15	parchment	NN1
16	paper	NN1
17	.	.
18	Mix	VB
19	together	RL
20	the	AT
21	sugar	NN1
22	and	CC
23	ranch	NN1
24	dressing	VBG
25	mix	NN1
26	in	II
27	a	AT1
28	shallow	JJ
29	bowl	NN1
30	.	.
31	Cut	VB
32	the	AT
33	bacon	NN1
34	slices	NN2
35	in	II
36	half	DB
37	the	AT
38	short	JJ
39	way	NN1
40	.	.
41	Wrap	VB
42	half	DB
43	a	AT1
44	bacon	NN1
45	slice	NN1
46	around	II
47	each	DD1
48	chunk	NN1
49	of	IO
50	chicken	NN1
51	,	,
52	and	CC
53	secure	VB
54	it	PPH1
55	with	IW
56	a	AT1
57	toothpick	NN1
58	.	.
59	Roll	VB
60	the	AT
61	bacon-wrapped	JJ
62	chicken	NN1
63	pieces	NN2
64	in	II
65	the	AT
66	sugar-ranch	NN1
67	dressing	VBG
68	mixture	NN1
69	.	.
70	Place	VB
71	the	AT
72	bacon	NN1
73	wraps	VBZ
74	on	II
75	the	AT
76	prepared	JJ
77	baking	NN1
78	sheets	NN2
79	,	,
80	and	CC
81	bake	VB
82	in	II
83	the	AT
84	preheated	JJ
85	oven	NN1
86	for	IF
87	minutes	NNT2
88	,	,
89	until	CS
90	the	AT
91	chicken	NN1
92	is	VBZ
93	cooked	VBN
94	through	RP
95	,	,
96	the	AT
97	bacon	NN1
98	is	VBZ
99	sizzling	VBG
100	,	,
101	and	CC
102	the	AT
103	crust	NN1
104	is	VBZ
105	browned	VBN
106	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	saucepan	NN1
14	over	II
15	medium	JJ
16	heat	NN1
17	,	,
18	combine	VB
19	sugar	NN1
20	and	CC
21	water	NN1
22	.	.
23	Bring	VB
24	to	II
25	a	AT1
26	boil	NN1
27	,	,
28	and	CC
29	stir	VV0
30	until	CS
31	sugar	NN1
32	is	VBZ
33	dissolved	VBN
34	.	.
35	Add	VB
36	peanuts	NN2
37	,	,
38	and	CC
39	cook	VB
40	stirring	JJ
41	,	,
42	over	II
43	medium	JJ
44	heat	NN1
45	until	CS
46	peanuts	NN2
47	are	VBP
48	evenly	RR
49	coated	VBN
50	,	,
51	and	CC
52	no	AT
53	syrup	NN1
54	is	VBZ
55	left	VBN
56	in	II
57	pan	NN1
58	.	.
59	Spread	VV0
60	nuts	NN2
61	out	RP
62	on	II
63	a	AT1
64	baking	NN1
65	sheet	NN1
66	.	.
67	Bake	VB
68	in	II
69	preheated	JJ
70	oven	NN1
71	for	IF
72	minutes	NNT2
73	,	,
74	stirring	VBG
75	every	AT1
76	minutes	NNT2
77	to	II
78	evenly	RR
79	roast	VB
80	peanuts	NN2
81	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	large	JJ
14	frying	VBG
15	pan	NN1
16	or	CC
17	deep	JJ
18	fryer	NN1
19	,	,
20	heat	NN1
21	oil	NN1
22	to	II
23	degrees	NN2
24	F	ZZ1
25	(	(
26	degrees	NN2
27	C	ZZ1
28	)	)
29	.	.
30	Fry	VV0
31	wings	NN2
32	for	IF
33	approximately	RR
34	minutes	NNT2
35	.	.
36	Transfer	VV0
37	wings	NN2
38	to	II
39	a	AT1
40	paper	NN1
41	towel	NN1
42	and	CC
43	let	VB
44	drain	NN1
45	.	.
46	Season	NNT1
47	with	IW
48	salt	NN1
49	and	CC
50	white	JJ
51	pepper	NN1
52	.	.
53	After	CS
54	the	AT
55	wings	NN2
56	have	VBP
57	drained	VBN
58	,	,
59	place	VB
60	them	PPHO2
61	in	II
62	a	AT1
63	large	JJ
64	mixing	VBG
65	bowl	NN1
66	.	.
67	In	II
68	a	AT1
69	small	JJ
70	saucepan	NN1
71	,	,
72	melt	VB
73	butter	NN1
74	or	CC
75	margarine	NN1
76	.	.
77	Stir	VB
78	in	II
79	hot	JJ
80	pepper	NN1
81	sauce	NN1
82	.	.
83	Pour	VB
84	mixture	NN1
85	over	II
86	chicken	NN1
87	wings	NN2
88	,	,
89	toss	VB
90	to	TO
91	coat	VVI
92	the	AT
93	wings	NN2
94	.	.
95	Place	VB
96	wings	NN2
97	in	II
98	a	AT1
99	baking	NN1
100	dish	NN1
101	.	.
102	Bake	VB
103	to	II
104	minutes	NNT2
105	.	.
106	While	CS
107	the	AT
108	chicken	NN1
109	wings	NN2
110	are	VBP
111	baking	VBG
112	,	,
113	make	VB
114	the	AT
115	blue	JJ
116	cheese	NN1
117	dressing	VVG
118	:	:
119	In	II
120	a	AT1
121	medium	JJ
122	size	NN1
123	mixing	VBG
124	bowl	NN1
125	,	,
126	combine	VB
127	mayonnaise	NN1
128	,	,
129	onion	NN1
130	,	,
131	garlic	NN1
132	,	,
133	parsley	NN1
134	,	,
135	sour	JJ
136	cream	NN1
137	,	,
138	lemon	NN1
139	juice	NN1
140	,	,
141	vinegar	NN1
142	and	CC
143	blue	JJ
144	cheese	NN1
145	.	.
146	Blend	VB
147	the	AT
148	mixture	NN1
149	well	RR
150	.	.
151	Arrange	VB
152	the	AT
153	baked	VBN
154	chicken	NN1
155	wings	NN2
156	on	II
157	a	AT1
158	serving	VBG
159	platter	NN1
160	.	.
161	Serve	VB
162	with	IW
163	blue	JJ
164	cheese	NN1
165	dressing	VVG
166	.	.
1	In	II
2	large	JJ
3	bowl	NN1
4	,	,
5	mix	VB
6	together	RL
7	crabmeat	VV0
8	,	,
9	mayonnaise	VV0
10	,	,
11	green	JJ
12	onions	NN2
13	,	,
14	cilantro	NN1
15	,	,
16	lime	NN1
17	juice	NN1
18	,	,
19	ginger	NN1
20	,	,
21	hot	JJ
22	pepper	NN1
23	sauce	NN1
24	,	,
25	and	CC
26	salt	NN1
27	and	CC
28	pepper	NN1
29	.	.
30	Shape	NN1
31	into	II
32	patties	NN2
33	.	.
34	In	II
35	a	AT1
36	shallow	JJ
37	dish	NN1
38	,	,
39	lightly	RR
40	beat	VBD
41	eggs	NN2
42	.	.
43	Place	VB
44	bread	NN1
45	crumbs	NN2
46	in	II
47	another	DD1
48	shallow	JJ
49	dish	NN1
50	.	.
51	Dip	VB
52	patties	NN2
53	into	II
54	egg	NN1
55	,	,
56	then	RT
57	press	VV0
58	into	II
59	bread	NN1
60	crumbs	NN2
61	to	TO
62	coat	VVI
63	all	RR
64	over	RP
65	.	.
66	In	II
67	a	AT1
68	large	JJ
69	skillet	NN1
70	,	,
71	heat	NN1
72	tablespoons	NN2
73	oil	NN1
74	over	II
75	medium	JJ
76	heat	NN1
77	.	.
78	Cook	VB
79	crab	NN1
80	cakes	NN2
81	in	II
82	oil	NN1
83	,	,
84	adding	VBG
85	remaining	VBG
86	oil	NN1
87	as	CSA
88	needed	VBN
89	,	,
90	for	IF
91	minutes	NNT2
92	per	II
93	side	NN1
94	or	CC
95	until	CS
96	golden	JJ
97	.	.
1	Bring	VB
2	the	AT
3	rice	NN1
4	and	CC
5	water	NN1
6	to	II
7	a	AT1
8	boil	NN1
9	in	II
10	a	AT1
11	saucepan	NN1
12	over	II
13	high	JJ
14	heat	NN1
15	.	.
16	Reduce	VB
17	heat	NN1
18	to	II
19	medium-low	JJ
20	,	,
21	cover	VV0
22	,	,
23	and	CC
24	simmer	VBP
25	until	CS
26	the	AT
27	rice	NN1
28	is	VBZ
29	tender	JJ
30	,	,
31	and	CC
32	the	AT
33	liquid	NN1
34	has	VBZ
35	been	VBN
36	absorbed	VBN
37	,	,
38	to	II
39	minutes	NNT2
40	.	.
41	Stir	VB
42	in	II
43	rice	NN1
44	vinegar	NN1
45	and	CC
46	salt	NN1
47	.	.
48	Allow	VB
49	to	TO
50	cool	VB
51	completely	RR
52	.	.
53	Lay	VB
54	out	RP
55	seaweed	NN1
56	sheets	NN2
57	.	.
58	Moisten	VV0
59	hands	NN2
60	with	IW
61	water	NN1
62	,	,
63	then	RT
64	spread	VBD
65	the	AT
66	rice	NN1
67	evenly	RR
68	on	II
69	each	DD1
70	sheet	NN1
71	,	,
72	leaving	VBG
73	a	AT1
74	/	FO
75	inch	NNU1
76	gap	NN1
77	along	II
78	one	MC1
79	edge	NN1
80	,	,
81	lengthwise	RR
82	.	.
83	Arrange	VB
84	strips	NN2
85	of	IO
86	cucumber	NN1
87	,	,
88	imitation	NN1
89	crabmeat	NN1
90	,	,
91	and	CC
92	cream	NN1
93	cheese	NN1
94	in	II
95	a	AT1
96	straight	JJ
97	line	NN1
98	along	II
99	the	AT
100	side	NN1
101	opposite	NN1
102	of	IO
103	the	AT
104	gap	NN1
105	.	.
106	Roll	VB
107	the	AT
108	sushi	NN2
109	from	II
110	the	AT
111	toppings	NN2
112	to	II
113	the	AT
114	exposed	VBN
115	end	NN1
116	of	IO
117	the	AT
118	the	AT
119	seaweed	NN1
120	sheet	NN1
121	.	.
122	Using	VBG
123	a	AT1
124	sharp	JJ
125	wet	JJ
126	knife	NN1
127	,	,
128	slice	VV0
129	each	DD1
130	roll	NN1
131	into	II
132	or	CC
133	pieces	NN2
134	.	.
135	Serve	VB
136	with	IW
137	minced	VBN
138	ginger	NN1
139	on	II
140	the	AT
141	side	NN1
142	.	.
1	Place	VV0
2	garbanzo	NN1
3	beans	NN2
4	in	II
5	a	AT1
6	food	NN1
7	processor	NN1
8	and	CC
9	blend	VV0
10	into	II
11	a	AT1
12	spreadable	JJ
13	paste	NN1
14	.	.
15	Mix	VB
16	in	II
17	lemon	NN1
18	juice	NN1
19	,	,
20	garlic	NN1
21	,	,
22	tahini	NN1
23	and	CC
24	crushed	VBN
25	red	JJ
26	pepper	NN1
27	.	.
28	Blend	VV0
29	until	CS
30	smooth	JJ
31	,	,
32	using	VBG
33	more	DAR
34	lemon	NN1
35	juice	NN1
36	if	CS
37	consistency	NN1
38	is	VBZ
39	too	RG
40	thick	JJ
41	.	.
1	Place	VV0
2	cauliflower	NN1
3	in	II
4	a	AT1
5	large	JJ
6	bowl	NN1
7	and	CC
8	cover	VV0
9	with	IW
10	Italian	JJ
11	dressing	NN1
12	.	.
13	Cover	VV0
14	and	CC
15	refrigerate	VBP
16	overnight	RT
17	.	.
18	Drain	VV0
19	cauliflower	NN1
20	and	CC
21	stir	VV0
22	in	II
23	mayonnaise	NN1
24	,	,
25	bacon	NN1
26	bits	NN2
27	and	CC
28	cheese	NN1
29	.	.
1	In	II
2	a	AT1
3	medium	JJ
4	bowl	NN1
5	,	,
6	mix	VB
7	together	RL
8	the	AT
9	salmon	NN
10	,	,
11	cream	NN1
12	cheese	NN1
13	,	,
14	horseradish	NN1
15	,	,
16	lemon	NN1
17	juice	NN1
18	,	,
19	and	CC
20	onion	NN1
21	.	.
22	Chill	NN1
23	if	CS
24	necessary	JJ
25	until	CS
26	firm	JJ
27	enough	RR
28	to	TO
29	handle	VB
30	,	,
31	then	RT
32	form	VB
33	into	II
34	a	AT1
35	ball	NN1
36	.	.
37	Roll	VV0
38	in	II
39	parsley	NN1
40	and	CC
41	/	FO
42	or	CC
43	pecans	NN2
44	.	.
45	Refrigerate	VB
46	until	CS
47	serving	VBG
48	.	.
49	Serve	VB
50	with	IW
51	assorted	JJ
52	crackers	NN2
53	.	.
1	Melt	VB
2	sour	JJ
3	cream	NN1
4	,	,
5	cream	NN1
6	cheese	NN1
7	,	,
8	shrimp	NN1
9	soup	NN1
10	,	,
11	Worcestershire	NP1
12	sauce	NN1
13	and	CC
14	garlic	NN1
15	salt	NN1
16	over	II
17	a	AT1
18	low	JJ
19	heat	NN1
20	in	II
21	a	AT1
22	medium	JJ
23	size	NN1
24	pot	NN1
25	.	.
26	Cook	VB
27	until	CS
28	melted	VBN
29	together	RL
30	and	CC
31	the	AT
32	mixture	NN1
33	has	VBZ
34	a	AT1
35	creamy	JJ
36	texture	NN1
37	.	.
38	Pour	VB
39	mixture	NN1
40	into	II
41	a	AT1
42	serving	VBG
43	bowl	NN1
44	.	.
45	Serve	VB
46	hot	JJ
47	.	.
1	Stir	VB
2	the	AT
3	black-eyed	JJ
4	peas	NN2
5	,	,
6	green	JJ
7	onions	NN2
8	,	,
9	sugar	NN1
10	,	,
11	olive	JJ
12	oil	NN1
13	,	,
14	garlic	NN1
15	,	,
16	tomatoes	NN2
17	,	,
18	cilantro	NN1
19	,	,
20	balsamic	JJ
21	vinegar	NN1
22	,	,
23	and	CC
24	salt	NN1
25	together	RL
26	in	II
27	a	AT1
28	mixing	VBG
29	bowl	NN1
30	.	.
31	Mix	VB
32	in	II
33	jalapeno	NN1
34	peppers	NN2
35	,	,
36	if	CS
37	desired	VBN
38	.	.
39	Cover	VV0
40	,	,
41	and	CC
42	refrigerate	VBP
43	at	RR21
44	least	RR22
45	six	MC
46	hours	NNT2
47	before	II
48	serving	VBG
49	.	.
1	In	II
2	a	AT1
3	cup	NN1
4	or	CC
5	small	JJ
6	bowl	NN1
7	,	,
8	mix	VB
9	together	RL
10	the	AT
11	unpopped	JJ
12	popcorn	NN1
13	and	CC
14	oil	NN1
15	.	.
16	Pour	VB
17	the	AT
18	coated	JJ
19	corn	NN1
20	into	II
21	a	AT1
22	brown	JJ
23	paper	NN1
24	lunch	NN1
25	sack	NN1
26	,	,
27	and	CC
28	sprinkle	VB
29	in	II
30	the	AT
31	salt	NN1
32	.	.
33	Fold	VB
34	the	AT
35	top	NN1
36	of	IO
37	the	AT
38	bag	NN1
39	over	RG
40	twice	RR
41	to	TO
42	seal	VB
43	in	II
44	the	AT
45	ingredients	NN2
46	.	.
47	Cook	VB
48	in	II
49	the	AT
50	microwave	NN1
51	at	II
52	full	JJ
53	power	NN1
54	for	IF
55	/	FO
56	to	II
57	minutes	NNT2
58	,	,
59	or	CC
60	until	CS
61	you	PPY
62	hear	VBP
63	pauses	VBZ
64	of	IO
65	about	II
66	seconds	NNT2
67	between	II
68	pops	VBZ
69	.	.
70	Carefully	RR
71	open	VB
72	the	AT
73	bag	NN1
74	to	TO
75	avoid	VB
76	steam	NN1
77	,	,
78	and	CC
79	pour	VB
80	into	II
81	a	AT1
82	serving	VBG
83	bowl	NN1
84	.	.
1	Preheat	VB
2	an	AT1
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	;	;
12	prepare	VB
13	a	AT1
14	x	MC
15	inch	NNU1
16	glass	NN1
17	baking	NN1
18	dish	NN1
19	with	IW
20	cooking	VVG
21	spray	NN1
22	.	.
23	Whisk	VB
24	together	RL
25	the	AT
26	sugar	NN1
27	,	,
28	soy	JJ
29	sauce	NN1
30	,	,
31	and	CC
32	garlic	NN1
33	powder	NN1
34	in	II
35	a	AT1
36	medium	JJ
37	bowl	NN1
38	.	.
39	Arrange	VB
40	the	AT
41	wings	NN2
42	in	II
43	the	AT
44	bottom	NN1
45	of	IO
46	the	AT
47	prepared	JJ
48	dish	NN1
49	;	;
50	pour	VB
51	the	AT
52	soy	JJ
53	sauce	NN1
54	mixture	NN1
55	evenly	RR
56	over	II
57	the	AT
58	wings	NN2
59	.	.
60	Bake	VB
61	in	II
62	the	AT
63	preheated	JJ
64	oven	NN1
65	for	IF
66	minutes	NNT2
67	;	;
68	turn	VB
69	the	AT
70	wings	NN2
71	over	RP
72	with	IW
73	a	AT1
74	spatula	NN1
75	and	CC
76	cook	VB
77	another	DD1
78	minutes	NNT2
79	.	.
1	Gently	RR
2	mix	VB
3	peaches	NN2
4	,	,
5	jalapeno	NN1
6	pepper	NN1
7	,	,
8	red	JJ
9	onion	NN1
10	,	,
11	red	JJ
12	bell	NN1
13	pepper	NN1
14	,	,
15	cilantro	NN1
16	,	,
17	garlic	NN1
18	,	,
19	lime	NN1
20	juice	NN1
21	,	,
22	and	CC
23	lemon	NN1
24	juice	NN1
25	in	II
26	a	AT1
27	bowl	NN1
28	;	;
29	season	NNT1
30	with	IW
31	salt	NN1
32	and	CC
33	black	JJ
34	pepper	NN1
35	.	.
36	Cover	VV0
37	bowl	NN1
38	with	IW
39	plastic	NN1
40	wrap	NN1
41	and	CC
42	refrigerate	VB
43	at	RR21
44	least	RR22
45	minutes	NNT2
46	.	.
47	Fold	VB
48	avocado	NN1
49	into	II
50	the	AT
51	salsa	NN1
52	to	TO
53	serve	VB
54	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	large	JJ
14	skillet	NN1
15	over	II
16	medium	JJ
17	heat	NN1
18	,	,
19	brown	JJ
20	beef	NN1
21	.	.
22	Drain	VB
23	well	RR
24	.	.
25	Stir	VB
26	in	II
27	beans	NN2
28	,	,
29	taco	NN1
30	sauce	NN1
31	,	,
32	chili	NN1
33	powder	NN1
34	and	CC
35	cumin	NN1
36	.	.
37	Heat	VB
38	until	CS
39	warm	JJ
40	.	.
41	Spread	VB
42	the	AT
43	meat	NN1
44	and	CC
45	bean	NN1
46	mixture	NN1
47	into	II
48	a	AT1
49	x-inch	NNU1
50	casserole	NN1
51	.	.
52	Spread	VV0
53	sour	JJ
54	cream	NN1
55	over	II
56	the	AT
57	beef	NN1
58	and	CC
59	bean	NN1
60	mixture	NN1
61	,	,
62	then	RT
63	sprinkle	VB
64	onions	NN2
65	,	,
66	tomatoes	NN2
67	,	,
68	olives	NN2
69	and	CC
70	peppers	NN2
71	.	.
72	Top	NN1
73	with	IW
74	cheese	NN1
75	.	.
76	Bake	VB
77	at	II
78	degrees	NN2
79	F	ZZ1
80	(	(
81	degrees	NN2
82	C	ZZ1
83	)	)
84	for	IF
85	minutes	NNT2
86	.	.
87	Serve	VB
88	warm	JJ
89	.	.
1	Heat	VB
2	two	MC
3	large	JJ
4	skillets	NN2
5	over	II
6	medium-high	JJ
7	heat	NN1
8	,	,
9	melt	VB
10	tablespoons	NN2
11	of	IO
12	butter	NN1
13	in	II
14	each	DD1
15	of	IO
16	the	AT
17	skillets	NN2
18	and	CC
19	divide	VBP
20	the	AT
21	mushroom	NN1
22	caps	NN2
23	between	II
24	the	AT
25	two	MC
26	.	.
27	Cook	VB
28	and	CC
29	stir	VB
30	the	AT
31	mushroom	NN1
32	caps	NN2
33	until	CS
34	the	AT
35	edges	NN2
36	are	VBP
37	slightly	RR
38	soft	JJ
39	,	,
40	about	II
41	minutes	NNT2
42	.	.
43	Place	VB
44	the	AT
45	mushrooms	NN2
46	in	II
47	a	AT1
48	colander	NN1
49	to	TO
50	drain	VB
51	and	CC
52	cool	VB
53	.	.
54	Stir	VB
55	together	RL
56	the	AT
57	cream	NN1
58	cheese	NN1
59	and	CC
60	goat	NN1
61	cheese	NN1
62	until	CS
63	well	RR
64	blended	VVN
65	.	.
66	Mix	VB
67	in	II
68	the	AT
69	onions	NN2
70	and	CC
71	mushroom	NN1
72	stems	VBZ
73	.	.
74	Use	VB
75	all	DB
76	of	IO
77	the	AT
78	filling	NN1
79	to	TO
80	generously	RR
81	fill	VB
82	each	DD1
83	mushroom	NN1
84	cap	NN1
85	and	CC
86	place	NN1
87	,	,
88	filling	VBG
89	side	NN1
90	up	RP
91	,	,
92	in	II
93	a	AT1
94	baking	NN1
95	pan	NN1
96	.	.
97	Preheat	VB
98	the	AT
99	oven	NN1
100	broiler	NN1
101	for	IF
102	high	JJ
103	heat	NN1
104	.	.
105	Melt	VB
106	the	AT
107	remaining	VBG
108	/	FO
109	cup	NN1
110	of	IO
111	butter	NN1
112	with	IW
113	the	AT
114	garlic	NN1
115	in	II
116	a	AT1
117	small	JJ
118	saucepan	NN1
119	over	II
120	medium	JJ
121	heat	NN1
122	,	,
123	cook	VB
124	the	AT
125	garlic	NN1
126	for	IF
127	minute	NNT1
128	once	CS
129	the	AT
130	butter	NN1
131	has	VBZ
132	completely	RR
133	melted	VBN
134	.	.
135	Drizzle	VB
136	the	AT
137	garlic	NN1
138	butter	NN1
139	over	II
140	the	AT
141	filled	VBN
142	mushroom	NN1
143	caps	NN2
144	.	.
145	Place	VB
146	the	AT
147	pan	NN1
148	of	IO
149	mushrooms	NN2
150	in	II
151	the	AT
152	preheated	JJ
153	oven	NN1
154	to	TO
155	broil	VVI
156	until	CS
157	golden	JJ
158	brown	JJ
159	,	,
160	about	II
161	minutes	NNT2
162	.	.
1	Rinse	VB
2	wings	NN2
3	in	II
4	cold	JJ
5	water	NN1
6	and	CC
7	place	VV0
8	on	II
9	baking	VBG
10	sheets	NN2
11	.	.
12	Generously	RR
13	sprinkle	VBP
14	Cajun	NN1
15	seasoning	NN1
16	on	II
17	both	DB2
18	sides	NN2
19	of	IO
20	chicken	NN1
21	,	,
22	then	RT
23	dash	VB
24	all	DB
25	with	IW
26	hot	JJ
27	sauce	NN1
28	(	(
29	enough	RR
30	to	TO
31	cover	VB
32	wings	NN2
33	,	,
34	without	IW
35	leaking	VBG
36	off	RP
37	baking	VBG
38	sheets	NN2
39	)	)
40	.	.
41	Refrigerate	VB
42	for	IF
43	hours	NNT2
44	.	.
45	Preheat	VV0
46	oven	NN1
47	to	II
48	degrees	NN2
49	F	ZZ1
50	(	(
51	degrees	NN2
52	C	ZZ1
53	)	)
54	.	.
55	Bake	VB
56	chicken	NN1
57	in	II
58	preheated	JJ
59	oven	NN1
60	for	IF
61	minutes	NNT2
62	.	.
63	Turn	VB
64	and	CC
65	bake	VB
66	for	IF
67	another	DD1
68	minutes	NNT2
69	,	,
70	or	CC
71	until	CS
72	chicken	NN1
73	is	VBZ
74	cooked	VBN
75	through	II
76	(	(
77	juices	NN2
78	run	VBP
79	clear	JJ
80	)	)
81	.	.
82	Serve	VB
83	with	IW
84	blue	JJ
85	cheese	NN1
86	or	CC
87	ranch	NN1
88	salad	NN1
89	dressing	VVG
90	,	,
91	if	CS
92	desired	VBN
93	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Combine	VB
12	turkey	NN1
13	,	,
14	bread	NN1
15	crumbs	NN2
16	,	,
17	spinach	NN1
18	,	,
19	egg	NN1
20	,	,
21	onion	NN1
22	powder	NN1
23	,	,
24	and	CC
25	garlic	NN1
26	powder	NN1
27	together	RL
28	in	II
29	a	AT1
30	bowl	NN1
31	.	.
32	Roll	VB
33	mixture	NN1
34	into	II
35	palm-size	JJ
36	meatballs	NN2
37	and	CC
38	place	NN1
39	inches	NNU2
40	apart	RL
41	on	II
42	a	AT1
43	baking	NN1
44	sheet	NN1
45	.	.
46	Bake	VB
47	in	II
48	the	AT
49	preheated	JJ
50	oven	NN1
51	until	CS
52	no	RR21
53	longer	RR22
54	pink	JJ
55	in	II
56	the	AT
57	center	NN1
58	and	CC
59	outside	RL
60	is	VBZ
61	browned	VBN
62	,	,
63	to	II
64	minutes	NNT2
65	.	.
66	An	AT1
67	instant-read	JJ
68	thermometer	NN1
69	inserted	VBN
70	into	II
71	the	AT
72	center	NN1
73	should	VM
74	read	VB
75	at	RR21
76	least	RR22
77	degrees	NN2
78	F	ZZ1
79	(	(
80	degrees	NN2
81	C	ZZ1
82	)	)
83	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Lightly	RR
12	grease	VBP
13	a	AT1
14	x	MC
15	inch	NNU1
16	baking	NN1
17	dish	NN1
18	.	.
19	In	II
