Index	Text	Lemma	POS	Semantics
17	end	end	NN1	['M6', 'T2-', 'O2', 'X7+', 'N4']
18	,	,	,	['PUNCT']
19	and	and	CC	['Z5']
20	roll	roll	VB	['M1', 'M2', 'A1.1.1']
21	the	the	AT	['Z5']
22	meat	meat	NN1	['F1', 'A4.2+']
23	up	up	RP	['Z5']
24	.	.	.	['PUNCT']
25	Repeat	repeat	VB	['N6+', 'Q2.1/N6+', 'F1/B1@']
26	with	with	IW	['Z5']
27	remaining	remain	VBG	['T2++', 'M8', 'N5.2+']
28	ingredients	ingredient	NN2	['O1']
29	.	.	.	['PUNCT']
30	Cut	cut	VB	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
31	into	into	II	['Z5']
32	/	/	FO	['Z99']
33	inch	inch	NNU1	['N3.7']
34	pieces	piece	NN2	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
35	,	,	,	['PUNCT']
36	and	and	CC	['Z5']
37	chill	chill	VB	['O4.6-', 'B2-']
38	until	until	CS	['Z5']
39	ready	ready	JJ	['O4.1', 'A1.2+', 'X7+', 'T2+', 'A9+/A12+', 'X9.1+']
40	to	to	TO	['Z5']
41	serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
42	.	.	.	['PUNCT']
1	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
2	the	the	AT	['Z5']
3	dry	dry	JJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
4	ranch	ranch	NN1	['M7/F4']
5	salad	salad	NN1	['F1']
6	dressing	dressing	VBG	['B5', 'F1', 'B3', 'O4.1']
7	mix	mix	NN1	['O1.1', 'A6.3+', 'S1.1.3+']
8	,	,	,	['PUNCT']
9	mayonnaise	mayonnaise	VV0	['F1']
10	,	,	,	['PUNCT']
11	and	and	CC	['Z5']
12	milk	milk	NN1	['F2', 'O1.2']
13	in	in	II	['Z5']
14	a	a	AT1	['Z5']
15	bowl	bowl	NN1	['O2']
16	.	.	.	['PUNCT']
17	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
18	in	in	II	['Z5']
19	the	the	AT	['Z5']
20	cream	cream	NN1	['F1']
21	cheese	cheese	NN1	['F1']
22	with	with	IW	['Z5']
23	an	an	AT1	['Z5']
24	electric	electric	JJ	['O3']
25	mixer	mixer	NN1	['O3', 'S1.1.3+/S2mf', 'F2', 'K3', 'A2.1+/S2mf']
26	until	until	CS	['Z5']
27	smooth	smooth	JJ	['O4.5']
28	.	.	.	['PUNCT']
29	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
30	in	in	II	['Z5']
31	Cheddar	Cheddar	NP1	['T1.3']
32	cheese	cheese	NN1	['T1.3']
33	.	.	.	['PUNCT']
34	Cover	cover	VV0	['O2', 'A10-', 'Q4.1', 'B5', 'I1.1', 'H5']
35	bowl	bowl	NN1	['O2']
36	with	with	IW	['Z5']
37	plastic	plastic	NN1	['O1.1']
38	wrap	wrap	NN1	['B5', 'Y2%']
39	,	,	,	['PUNCT']
40	and	and	CC	['Z5']
41	freeze	freeze	VB	['O4.6-', 'M8', 'T2-', 'E5-']
42	minutes	minute	NNT2	['T1.3', 'Q1.2']
43	.	.	.	['PUNCT']
44	Divide	divide	VB	['A6.1-', 'A9-/N5.1', 'N2']
45	mixture	mixture	NN1	['O1.1', 'A6.3+']
46	in	in	II	['A2.1+']
47	half	half	DB	['A2.1+']
48	,	,	,	['PUNCT']
49	and	and	CC	['Z5']
50	shape	shape	NN1	['O4.4']
51	into	into	II	['Z5']
52	balls	ball	NN2	['O2/O4.4', 'K5.1', 'B1', 'K1']
53	.	.	.	['PUNCT']
54	Roll	roll	VB	['M1', 'M2', 'A1.1.1']
55	each	each	DD1	['N6+']
56	ball	ball	NN1	['N6+']
57	in	in	II	['Z5']
58	almonds	almond	NN2	['L3', 'F1/L3']
59	to	to	TO	['Z5']
60	coat	coat	VB	['B5', 'O2']
61	.	.	.	['PUNCT']
62	Cover	cover	VV0	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
63	and	and	CC	['Z5']
64	refrigerate	refrigerate	VBP	['Z99']
65	balls	ball	NN2	['O2/O4.4', 'K5.1', 'B1', 'K1']
66	until	until	CS	['Z5']
67	ready	ready	JJ	['O4.1', 'A1.2+', 'X7+', 'T2+', 'A9+/A12+', 'X9.1+']
68	to	to	TO	['Z5']
69	serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
70	.	.	.	['PUNCT']
1	Soak	soak	VB	['O1.2', 'B4']
2	rice	rice	NN1	['F1']
3	in	in	II	['Z5']
4	cold	cold	JJ	['O4.6-', 'S1.2.1-', 'E1-', 'A1.1.1']
5	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
6	,	,	,	['PUNCT']
7	and	and	CC	['Z5']
8	drain	drain	NN1	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
9	.	.	.	['PUNCT']
10	In	in	II	['Z5']
11	a	a	AT1	['Z5']
12	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
13	bowl	bowl	NN1	['O2']
14	,	,	,	['PUNCT']
15	mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
16	together	together	RL	['S5+', 'T1.1.2', 'M6']
17	the	the	AT	['Z5']
18	ground	ground	NN1	['M6', 'W3', 'M7', 'O3', 'X2.1']
19	lamb	lamb	NN1	['L2mfn', 'F1']
20	,	,	,	['PUNCT']
21	rice	rice	NN1	['F1']
22	,	,	,	['PUNCT']
23	allspice	allspice	VV0	['F1', 'O1.1', 'L3']
24	,	,	,	['PUNCT']
25	salt	salt	NN1	['T1.3']
26	and	and	CC	['T1.3']
27	pepper	pepper	NN1	['T1.3']
28	until	until	CS	['Z5']
29	well	well	RR	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
30	blended	blended	VVN	['A2.1+']
31	.	.	.	['PUNCT']
32	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
33	about	about	II	['Z5']
34	tablespoon	tablespoon	NN1	['Df/A5.1+++mfnc']
35	of	of	IO	['Df/A5.1+++mfnc']
36	the	the	AT	['Df/A5.1+++mfnc']
37	meat	meat	NN1	['Df/A5.1+++mfnc']
38	mixture	mixture	NN1	['O1.1', 'A6.3+']
39	onto	onto	II	['Z5']
40	the	the	AT	['Z5']
41	center	center	NN1	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
42	of	of	IO	['Z5']
43	each	each	DD1	['N6+']
44	leaf	leaf	NN1	['N6+']
45	.	.	.	['PUNCT']
46	Fold	fold	VB	['A1.1.1', 'T2-']
47	the	the	AT	['Z5']
48	leaf	leaf	NN1	['L3', 'Q1.2']
49	over	over	RG	['Z5']
50	once	once	RR	['N6-', 'T1.1.1']
51	,	,	,	['PUNCT']
52	turn	turn	VB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
53	in	in	II	['Z5']
54	the	the	AT	['Z5']
55	edges	edge	NN2	['O2']
56	on	on	II	['S8+']
57	each	each	DD1	['S8+']
58	side	side	NN1	['S8+']
59	,	,	,	['PUNCT']
60	and	and	CC	['Z5']
61	then	then	RT	['N4', 'Z5', 'T1.2']
62	roll	roll	VB	['M1', 'M2', 'A1.1.1']
63	the	the	AT	['Z5']
64	leaf	leaf	NN1	['L3', 'Q1.2']
65	closed	close	VBD	['A1.1.1', 'A10-', 'T2-']
66	.	.	.	['PUNCT']
67	Stack	stack	VB	['M2']
68	the	the	AT	['Z5']
69	leaf-rolls	leaf roll	NN2	['L3', 'Q1.2', 'O2', 'F1', 'M1', 'Q1.2']
72	in	in	II	['Z5']
73	a	a	AT1	['Z5']
74	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
75	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
76	,	,	,	['PUNCT']
77	covering	cover	VBG	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
78	each	each	DD1	['N6+']
79	layer	layer	NN1	['N6+']
80	with	with	IW	['Z5']
81	slices	slice	NN2	['O2', 'N5.1-']
82	of	of	IO	['Z5']
83	garlic	garlic	NN1	['F1', 'L3']
84	.	.	.	['PUNCT']
85	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
86	just	just	RR	['A14', 'T3---', 'T1.3-', 'N3.3---']
87	enough	enough	DD	['N5+', 'N6+', 'A13.3']
88	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
89	to	to	TO	['Z5']
90	cover	cover	VB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
91	the	the	AT	['Z5']
92	rolls	roll	NN2	['O2', 'F1', 'M1', 'Q1.2']
93	,	,	,	['PUNCT']
94	then	then	RT	['N4', 'Z5', 'T1.2']
95	pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
96	in	in	II	['Z5']
97	the	the	AT	['Z5']
98	lemon	lemon	NN1	['F1', 'L3', 'F2', 'O4.3']
99	juice	juice	NN1	['F2', 'O1.2']
100	.	.	.	['PUNCT']
101	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
102	the	the	AT	['Z5']
103	olives	olive	NN2	['F1', 'L3', 'O4.3']
104	to	to	II	['Z5']
105	the	the	AT	['Z5']
106	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
107	for	for	IF	['Z5']
108	flavoring	flavor	VVG	['X3.1', 'F1']
109	,	,	,	['PUNCT']
110	if	if	CS	['Z7']
111	desired	desire	VBN	['X7+', 'S3.2']
112	.	.	.	['PUNCT']
113	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
114	a	a	AT1	['Z5']
115	plate	plate	NN1	['O2', 'C1', 'B3']
116	on	on	II31	['S7.1+', 'M6', 'N5++']
117	top	top	II32	['S7.1+', 'M6', 'N5++']
118	of	of	II33	['Z5']
119	the	the	AT	['Z5']
120	rolls	roll	NN2	['O2', 'F1', 'M1', 'Q1.2']
121	to	to	TO	['Z5']
122	keep	keep	VB	['A5.4+']
123	them	they	PPHO2	['A5.4+']
124	under	under	II	['M4']
125	water	water	NN1	['M4']
126	.	.	.	['PUNCT']
127	Bring	bring	VB	['M2', 'A2.2']
128	to	to	II	['Z5']
129	a	a	AT1	['Z5']
130	boil	boil	NN1	['B2-', 'O4.6+@']
131	,	,	,	['PUNCT']
132	then	then	RT	['N4', 'Z5', 'T1.2']
133	reduce	reduce	VB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
134	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
135	,	,	,	['PUNCT']
136	cover	cover	NN1	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
137	and	and	CC	['Z5']
138	simmer	simmer	VBP	['F1']
139	for	for	IF	['Z5']
140	hour	hour	NNT1	['T1.3']
141	and	and	CC	['T1.3']
142	minutes	minute	NNT2	['T1.3']
143	.	.	.	['PUNCT']
144	Taste	taste	VV0	['X3.1', 'F1', 'X2.2']
145	the	the	AT	['Z5']
146	rice	rice	NN1	['F1']
147	for	for	IF	['Z5']
148	doneness	doneness	NN1	['Z99']
149	.	.	.	['PUNCT']
150	Grape	grape	NN1	['F1', 'L3']
151	leaves	leave	VBZ	['M1', 'M2', 'A1.1.1', 'A1.9', 'A9-', 'T2-']
152	taste	taste	NN1	['X3.1', 'F1', 'X2.2']
153	even	even	RR	['A13.1']
154	better	well	RRR	['A5.1++', 'G2.2++', 'O4.2++']
155	after	after	II	['Z5']
156	sitting	sit	VBG	['M8', 'C1', 'P1', 'G1.1', 'G2.1', 'M6', 'A9+']
157	for	for	IF	['Z5']
158	several	several	DA2	['N5']
159	hours	hour	NNT2	['T1.3']
160	.	.	.	['PUNCT']
161	Serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
162	and	and	CC	['Z5']
163	enjoy	enjoy	VB	['E2+', 'A9+', 'E4.1+']
164	.	.	.	['PUNCT']
1	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
2	the	the	AT	['Z5']
3	beet	beet	NN1	['L3']
4	juice	juice	NN1	['F2', 'O1.2']
5	into	into	II	['Z5']
6	a	a	AT1	['Z5']
7	medium-size	medium size	JJ	['N3.2', 'N3.1', 'N3.2', 'N5', 'N3.1', 'O4.1']
10	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
11	.	.	.	['PUNCT']
12	Stir	stir	VB	['A1.1.1', 'M1']
13	in	in	II	['Z5']
14	the	the	AT	['Z5']
15	brown	brown	JJ	['F1']
16	sugar	sugar	NN1	['F1']
17	,	,	,	['PUNCT']
18	vinegar	vinegar	NN1	['O1.2/F1']
19	,	,	,	['PUNCT']
20	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
21	,	,	,	['PUNCT']
22	salt	salt	NN1	['F1', 'O1.1']
23	,	,	,	['PUNCT']
24	cloves	clove	NN2	['F1']
25	,	,	,	['PUNCT']
26	and	and	CC	['Z5']
27	the	the	AT	['Z5']
28	cinnamon	cinnamon	NN1	['Z1mf', 'Z3c']
29	stick	stick	NN1	['Z1mf', 'Z3c']
30	.	.	.	['PUNCT']
31	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
32	the	the	AT	['Z5']
33	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
34	over	over	II	['Z5']
35	a	a	AT1	['Z5']
36	medium	medium	JJ	['N3.2', 'N3.1']
37	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
38	for	for	IF	['Z5']
39	minutes	minute	NNT2	['T1.3', 'Q1.2']
40	,	,	,	['PUNCT']
41	stirring	stir	VBG	['A1.1.1', 'M1']
42	occasionally	occasionally	RR	['N6-']
43	.	.	.	['PUNCT']
44	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
45	the	the	AT	['Z5']
46	beets	beet	NN2	['L3']
47	into	into	II	['Z5']
48	the	the	AT	['Z5']
49	liquid	liquid	JJ	['O1.2', 'A2.1+']
50	mixture	mixture	NN1	['O1.1', 'A6.3+']
51	and	and	CC	['Z5']
52	let	let	VB	['A5.4+']
53	it	it	PPH1	['A5.4+']
54	cook	cook	VB	['F1']
55	for	for	IF	['Z5']
56	an	an	AT1	['Z5']
57	additional	additional	JJ	['N5++']
58	minutes	minute	NNT2	['T1.3', 'Q1.2']
59	to	to	TO	['Z5']
60	allow	allow	VB	['S7.4+', 'S8+', 'X2.1']
61	the	the	AT	['Z5']
62	beets	beet	NN2	['L3']
63	to	to	TO	['Z5']
64	heat	heat	VB	['O4.6+']
65	.	.	.	['PUNCT']
66	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
67	the	the	AT	['Z5']
68	hard	hard	JJ	['O4.1', 'X8+', 'X5.2+', 'N5+', 'A12-']
69	cooked	cook	VBN	['F1']
70	eggs	egg	NN2	['L2', 'F1']
71	(	(	(	['PUNCT']
72	with	with	IW	['Z5']
73	the	the	AT	['Z5']
74	shells	shell	NN2	['L2', 'O2', 'G3']
75	removed	remove	VBN	['M2']
76	)	)	)	['PUNCT']
77	in	in	II	['Z5']
78	a	a	AT1	['Z5']
79	container	container	NN1	['O2']
80	with	with	IW	['Z5']
81	a	a	AT1	['Z5']
82	tight-fitting	tight fitting	JJ	['N3.2-', 'A1.7+', 'N5+', 'O4.4', 'S5+', 'A12-', 'F2+', 'S1.2.2+', 'A1.2+']
85	lid	lid	NN1	['O2']
86	.	.	.	['PUNCT']
87	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
88	the	the	AT	['Z5']
89	liquid	liquid	NN1	['T1.3']
90	and	and	CC	['T1.3']
91	beets	beet	NN2	['T1.3']
92	into	into	II	['Z5']
93	the	the	AT	['Z5']
94	container	container	NN1	['O2']
95	with	with	IW	['Z5']
96	the	the	AT	['Z5']
97	eggs	egg	NN2	['L2', 'F1']
98	.	.	.	['PUNCT']
99	Store	store	VV0	['A9+']
100	the	the	AT	['Z5']
101	container	container	NN1	['O2']
102	in	in	II	['Z5']
103	the	the	AT	['Z5']
104	refrigerator	refrigerator	NN1	['O4.6-/O3']
105	for	for	IF	['Z5']
106	approximately	approximately	RR	['A13.4']
107	days	day	NNT2	['T1.3']
108	before	before	II	['Z5']
109	eating	eat	VBG	['F1/B1', 'A1.5.1/N5+']
110	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	Line	line	VV0	['A1.1.1']
12	a	a	AT1	['Z5']
13	baking	bake	NN1	['F1/O2']
14	sheet	sheet	NN1	['F1/O2']
15	with	with	IW	['Z5']
16	parchment	parchment	NN1	['Z99']
17	paper	paper	NN1	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
18	.	.	.	['PUNCT']
19	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
20	egg	egg	NN1	['L2', 'F1']
21	whites	white	NN2	['T1.3']
22	and	and	CC	['T1.3']
23	vanilla	vanilla	NN1	['T1.3']
24	extract	extract	NN1	['N5-', 'O1', 'Q4.2']
25	in	in	II	['Z5']
26	a	a	AT1	['Z5']
27	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
28	bowl	bowl	NN1	['O2']
29	;	;	;	['PUNCT']
30	add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
31	almonds	almond	NN2	['L3', 'F1/L3']
32	and	and	CC	['Z5']
33	toss	toss	VB	['M2', 'F1', 'M1']
34	to	to	TO	['Z5']
35	coat	coat	VVI	['A1.1.1/A10-']
36	.	.	.	['PUNCT']
37	Stir	stir	VB	['A1.1.1', 'M1']
38	brown	brown	JJ	['F1']
39	sugar	sugar	NN1	['F1']
40	,	,	,	['PUNCT']
41	white	white	JJ	['T1.3']
42	sugar	sugar	NN1	['T1.3']
43	,	,	,	['PUNCT']
44	cinnamon	cinnamon	NN1	['F1']
45	,	,	,	['PUNCT']
46	and	and	CC	['Z5']
47	salt	salt	NN1	['F1', 'O1.1']
48	into	into	II	['Z5']
49	almonds	almond	NN2	['L3', 'F1/L3']
50	until	until	CS	['Z5']
51	blended	blend	VBN	['A2.1+']
52	.	.	.	['PUNCT']
53	Spread	spread	VV0	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
54	almond	almond	NN1	['L3', 'F1/L3']
55	mixture	mixture	NN1	['O1.1', 'A6.3+']
56	into	into	II	['Z5']
57	prepared	prepared	JJ	['X7+', 'O4.1']
58	baking	baking	NN1	['F1/O2']
59	dish	dish	NN1	['F1/O2']
60	.	.	.	['PUNCT']
61	Bake	Bake	VB	['F1', 'O4.6']
62	in	in	II	['Z5']
63	preheated	preheated	JJ	['T1.3']
64	oven	oven	NN1	['T1.3']
65	,	,	,	['PUNCT']
66	stirring	stir	VBG	['A1.1.1', 'M1']
67	every	every	AT1	['N5.1+']
68	minutes	minute	NNT2	['T1.3', 'Q1.2']
69	,	,	,	['PUNCT']
70	until	until	CS	['Z5']
71	coating	coat	NN1	['A1.1.1/A10-']
72	is	be	VBZ	['A3+', 'Z5']
73	dry	dry	JJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
74	,	,	,	['PUNCT']
75	about	about	II	['Z5']
76	minutes	minute	NNT2	['T1.3', 'Q1.2']
77	.	.	.	['PUNCT']
1	Stir	stir	VB	['A1.1.1', 'M1']
2	the	the	AT	['Z5']
3	corn	corn	NN1	['F1', 'B2-']
4	,	,	,	['PUNCT']
5	orange	orange	JJ	['Z1mf', 'Z3c']
6	bell	bell	NN1	['Z1mf', 'Z3c']
7	pepper	pepper	NN1	['F1']
8	,	,	,	['PUNCT']
9	jalapeno	jalapeno	NN1	['T1.3']
10	pepper	pepper	NN1	['T1.3']
11	,	,	,	['PUNCT']
12	red	red	JJ	['O4.3', 'G1.2']
13	onion	onion	NN1	['F1']
14	,	,	,	['PUNCT']
15	cilantro	cilantro	NN1	['Z99']
16	,	,	,	['PUNCT']
17	lime	lime	NN1	['F1', 'O4.3', 'O1.1', 'L3']
18	juice	juice	NN1	['F2', 'O1.2']
19	,	,	,	['PUNCT']
20	crushed	crush	VBN	['A1.1.2', 'A1.1.1', 'X9.2+/G3', 'S7.1+']
21	red	red	JJ	['O4.3', 'G1.2']
22	pepper	pepper	NN1	['F1']
23	,	,	,	['PUNCT']
24	honey	honey	NN1	['F1']
25	,	,	,	['PUNCT']
26	salt	salt	NN1	['F1', 'O1.1']
27	,	,	,	['PUNCT']
28	and	and	CC	['Z5']
29	pepper	pepper	NN1	['F1']
30	together	together	RL	['S5+', 'T1.1.2', 'M6']
31	in	in	II	['Z5']
32	a	a	AT1	['Z5']
33	bowl	bowl	NN1	['O2']
34	.	.	.	['PUNCT']
35	Chill	chill	NN1	['O4.6-', 'B2-']
36	until	until	CS	['Z5']
37	ready	ready	JJ	['O4.1', 'A1.2+', 'X7+', 'T2+', 'A9+/A12+', 'X9.1+']
38	to	to	TO	['Z5']
39	serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
40	.	.	.	['PUNCT']
1	In	in	II	['Z5']
2	a	a	AT1	['Z5']
3	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
4	bowl	bowl	NN1	['O2']
5	,	,	,	['PUNCT']
6	mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
7	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
8	,	,	,	['PUNCT']
9	cabbage	cabbage	NN1	['F1']
10	,	,	,	['PUNCT']
11	carrots	carrot	NN2	['F1', 'S8+']
12	,	,	,	['PUNCT']
13	green	green	JJ	['O4.3', 'W5', 'L3', 'X9.1-']
14	onions	onion	NN2	['F1']
15	,	,	,	['PUNCT']
16	green	green	JJ	['O4.3', 'W5', 'L3', 'X9.1-']
17	beans	bean	NN2	['F1']
18	,	,	,	['PUNCT']
19	green	green	JJ	['T1.3']
20	bell	bell	NN1	['T1.3']
21	pepper	pepper	NN1	['T1.3']
22	and	and	CC	['T1.3']
23	zucchini	zucchini	NN	['T1.3']
24	.	.	.	['PUNCT']
25	In	in	II	['Z5']
26	a	a	AT1	['Z5']
27	separate	separate	JJ	['A6.1-']
28	bowl	bowl	NN1	['O2']
29	,	,	,	['PUNCT']
30	beat	beat	VBN	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
31	together	together	RL	['S5+', 'T1.1.2', 'M6']
32	eggs	egg	NN2	['L2', 'F1']
33	,	,	,	['PUNCT']
34	flour	flour	NN1	['F1']
35	,	,	,	['PUNCT']
36	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
37	stock	stock	NN1	['T1.3']
38	and	and	CC	['T1.3']
39	soy	soy	JJ	['T1.3']
40	sauce	sauce	NN1	['F1', 'S1.2.4-']
41	.	.	.	['PUNCT']
42	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
43	batter	batter	NN1	['F1']
44	over	over	II	['Z5']
45	chicken	chicken	NN1	['L2mfn', 'F1', 'E5-/S2mf']
46	mixture	mixture	NN1	['O1.1', 'A6.3+']
47	and	and	CC	['Z5']
48	toss	toss	VB	['M2', 'F1', 'M1']
49	to	to	TO	['Z5']
50	thoroughly	thoroughly	RR	['A13.2', 'A1.3+']
51	coat	coat	VVI	['A1.1.1/A10-']
52	.	.	.	['PUNCT']
53	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
54	vegetable	vegetable	NN1	['F1', 'X9.1-/S2mf']
55	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
56	and	and	CC	['Z5']
57	sesame	sesame	VV0	['L3', 'F1']
58	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
59	in	in	II	['Z5']
60	a	a	AT1	['Z5']
61	skillet	skillet	NN1	['Z99']
62	over	over	II	['Z5']
63	medium	medium	JJ	['N3.2', 'N3.1']
64	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
65	.	.	.	['PUNCT']
66	Scoop	scoop	VB	['M2', 'X9.2+/Q4.2']
67	about	about	II	['Z5']
68	/	/	FO	['Z99']
69	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
70	batter	batter	NN1	['F1']
71	into	into	II	['Z5']
72	skillet	skillet	NN1	['Z99']
73	,	,	,	['PUNCT']
74	enough	enough	RR	['N5+', 'N6+', 'A13.3']
75	to	to	TO	['Z5']
76	make	make	VB	['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']
77	a	a	AT1	['Z5']
78	/	/	FO	['PUNCT']
79	inch	inch	NNU1	['N3.7']
80	circle	circle	NN1	['O4.4', 'S5+c', 'K4/H1@']
81	.	.	.	['PUNCT']
82	Cover	cover	VV0	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
83	and	and	CC	['Z5']
84	cook	cook	VB	['F1']
85	minutes	minute	NNT2	['T1.3', 'Q1.2']
86	,	,	,	['PUNCT']
87	or	or	CC	['Z5']
88	until	until	CS	['Z5']
89	bottom	bottom	NN1	['N4', 'M6', 'B1', 'A5.1---']
90	is	be	VBZ	['A3+', 'Z5']
91	golden	golden	JJ	['O4.3', 'A11.1+', 'A5.1+']
92	brown	brown	JJ	['O4.3']
93	.	.	.	['PUNCT']
94	Flip	flip	VB	['A1.1.1', 'M2']
95	and	and	CC	['Z5']
96	continue	continue	VB	['T2++']
97	cooking	cooking	VBG	['F1']
98	minutes	minute	NNT2	['T1.3', 'Q1.2']
99	,	,	,	['PUNCT']
100	or	or	CC	['Z5']
101	until	until	CS	['Z5']
102	cooked	cook	VBN	['F1']
103	through	through	RP	['Z5']
104	.	.	.	['PUNCT']
105	Drain	drain	VB	['B4/H2']
106	on	on	II	['Z5']
107	paper	paper	NN1	['B4/B5']
108	towels	towel	NN2	['B4/B5']
109	.	.	.	['PUNCT']
1	In	in	II	['Z5']
2	a	a	AT1	['Z5']
3	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
4	skillet	skillet	NN1	['Z99']
5	over	over	II	['Z5']
6	medium	medium	JJ	['N3.2', 'N3.1']
7	high	high	JJ	['N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
