Index	Text	POS	MWE start and end index	USAS Tags
25	chill	chill	NOUN	['T1.3']

22	baking	baking	NOUN	['F1/O2']
23	dish	dish	NOUN	['F1/O2']
41	Old	Old	PROPN	['Z1mf', 'Z3c']
42	Bay	Bay	PROPN	['Z1mf', 'Z3c']
48	black	black	ADJ	['F1']
49	pepper	pepper	NOUN	['F1']

23	sriracha	sriracha	NOUN	['F1']
24	sauce	sauce	NOUN	['F1']
80	return	return	VERB	['A5.4+']
81	them	they	PRON	['A5.4+']
99	on	on	ADP	['S7.1+', 'M6', 'N5++']
100	top	top	NOUN	['S7.1+', 'M6', 'N5++']
102	each	each	DET	['N6+']
103	oyster	oyster	NOUN	['N6+']

41	in	in	ADP	['A2.1+']
42	half	half	NOUN	['A2.1+']
50	seeds	seed	NOUN	['T1.3']
51	and	and	CCONJ	['T1.3']
52	membrane	membrane	NOUN	['T1.3']
58	each	each	DET	['N6+']
59	pepper	pepper	NOUN	['N6+']
61	cream	cream	NOUN	['F1']
62	cheese	cheese	NOUN	['F1']
65	the	the	DET	['S4mf', 'A6.1-/S5+c']
66	other	other	ADJ	['S4mf', 'A6.1-/S5+c']
67	half	half	NOUN	['S4mf', 'A6.1-/S5+c']
115	Let	let	VERB	['A5.4+']
116	them	they	PRON	['A5.4+']
123	eat	eat	VERB	['A5.4+']
124	em	em	PRON	['A5.4+']

2	cream	cream	NOUN	['F1']
3	cheese	cheese	NOUN	['F1']
29	optional	optional	ADJ	['T1.3']
30	jalapeno	jalapeno	PROPN	['T1.3']

4	cream	cream	NOUN	['F1']
5	cheese	cheese	NOUN	['F1']

6	butter	butter	NOUN	['T1.3']
7	and	and	CCONJ	['T1.3']
8	honey	honey	NOUN	['T1.3']

28	celery	celery	NOUN	['T1.3']
29	and	and	CCONJ	['T1.3']
30	cucumbers	cucumber	NOUN	['T1.3']
74	tomato	tomato	PROPN	['T1.3']
75	paste	paste	NOUN	['T1.3']
94	place	place	VERB	['A5.4+']
95	them	they	PRON	['A5.4+']
100	Boil	Boil	PROPN	['T1.3']
101	minutes	minute	NOUN	['T1.3']
113	Place	place	VERB	['A5.4+']
114	them	they	PRON	['A5.4+']
119	Cook	Cook	PROPN	['T1.3']
120	minutes	minute	NOUN	['T1.3']
138	mushrooms	mushroom	NOUN	['T1.3']
139	and	and	CCONJ	['T1.3']
140	tuna	tuna	NOUN	['T1.3']

13	cream	cream	NOUN	['F1']
14	cheese	cheese	NOUN	['F1']
18	Worcestershire	Worcestershire	PROPN	['T1.3']
19	sauce	sauce	NOUN	['T1.3']
41	Cover	cover	NOUN	['T1.3']
42	and	and	CCONJ	['T1.3']
43	chill	chill	NOUN	['T1.3']

37	remove	remove	VERB	['A5.4+']
38	their	their	PRON	['A5.4+']
41	cut	cut	VERB	['A5.4+']
42	them	they	PRON	['A5.4+']
43	in	in	ADP	['A2.1+']
44	half	half	NOUN	['A2.1+']
62	mash	mash	VERB	['A5.4+']
63	them	they	PRON	['A5.4+']
69	Worcestershire	worcestershire	NOUN	['F1']
70	sauce	sauce	NOUN	['F1']
99	portion	portion	NOUN	['Df/A5.1+++mfnc']
100	of	of	ADP	['Df/A5.1+++mfnc']
101	the	the	DET	['Df/A5.1+++mfnc']
102	eggs	egg	NOUN	['Df/A5.1+++mfnc']

15	baking	baking	NOUN	['F1/O2']
16	sheet	sheet	NOUN	['F1/O2']
31	green	green	ADJ	['T1.3']
32	bell	bell	PROPN	['T1.3']
39	cheese	cheese	NOUN	['T1.3']
40	and	and	CCONJ	['T1.3']
41	pizza	pizza	NOUN	['T1.3']
66	baking	baking	NOUN	['F1/O2']
67	sheet	sheet	NOUN	['F1/O2']

15	olive	olive	NOUN	['F1']
16	oil	oil	NOUN	['F1']
21	each	each	DET	['N6+']
22	ounce	ounce	NOUN	['N6+']
43	each	each	DET	['N6+']
44	ramekin	ramekin	NOUN	['N6+']
55	black	black	ADJ	['F1']
56	pepper	pepper	NOUN	['F1']
67	on	on	ADP	['S7.1+', 'M6', 'N5++']
68	top	top	NOUN	['S7.1+', 'M6', 'N5++']
70	each	each	DET	['N6+']
71	portion	portion	NOUN	['N6+']
77	baking	baking	NOUN	['F1/O2']
78	sheet	sheet	NOUN	['F1/O2']
88	olive	olive	NOUN	['F1']
89	oil	oil	NOUN	['F1']

26	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
27	of	of	ADP	['Df/A5.1+++mfnc']
28	the	the	DET	['Df/A5.1+++mfnc']
29	steamer	steamer	NOUN	['Df/A5.1+++mfnc']
50	no	no	ADV	['T2-']
51	longer	long	ADV	['T2-']
92	pat	pat	PROPN	['Z1mf', 'T1.3']
93	dry	dry	ADJ	['Z1mf', 'T1.3']
95	paper	paper	NOUN	['B4/B5']
96	towel	towel	NOUN	['B4/B5']
103	baking	baking	NOUN	['F1/O2']
104	sheet	sheet	NOUN	['F1/O2']
108	salt	salt	NOUN	['T1.3']
109	and	and	CCONJ	['T1.3']
110	pepper	pepper	NOUN	['T1.3']
146	brown	brown	ADJ	['F1']
147	sugar	sugar	NOUN	['F1']
191	pour	pour	NOUN	['F1']
192	sauce	sauce	NOUN	['F1']

23	black	black	ADJ	['F1']
24	pepper	pepper	NOUN	['F1']
46	egg	egg	NOUN	['F1']
47	whites	white	NOUN	['F1']
55	Add	Add	PROPN	['Z1mf', 'Z3c']
56	Worcestershire	Worcestershire	PROPN	['Z1mf', 'Z3c']
111	Spread	Spread	PROPN	['T1.3']
112	pecans	pecan	NOUN	['T1.3']
138	heat	heat	NOUN	['T1.3']
139	and	and	CCONJ	['T1.3']
140	roast	roast	NOUN	['T1.3']

13	bread	bread	NOUN	['F1']
14	crumbs	crumb	NOUN	['F1']
50	soy	soy	NOUN	['F1']
51	sauce	sauce	NOUN	['F1']
53	garlic	garlic	NOUN	['T1.3']
54	and	and	CCONJ	['T1.3']
55	whiskey	whiskey	NOUN	['T1.3']
64	Cover	cover	NOUN	['T1.3']
65	and	and	CCONJ	['T1.3']
66	chill	chill	NOUN	['T1.3']

39	brown	brown	ADJ	['F1']
40	sugar	sugar	NOUN	['F1']
61	pecans	pecan	NOUN	['T1.3']
62	and	and	CCONJ	['T1.3']
63	almonds	almond	NOUN	['T1.3']
77	cereal	cereal	NOUN	['T1.3']
78	and	and	CCONJ	['T1.3']
79	nuts	nut	NOUN	['T1.3']
85	cereal	cereal	NOUN	['T1.3']
86	and	and	CCONJ	['T1.3']
87	nuts	nut	NOUN	['T1.3']
112	so	so	SCONJ	['Z5']
113	that	that	SCONJ	['Z5']
120	one	one	NUM	['N1']
121	big	big	ADJ	['N1']

34	sauce	sauce	NOUN	['T1.3']
35	and	and	CCONJ	['T1.3']
36	parsley	parsley	NOUN	['T1.3']
70	bread	bread	NOUN	['F1']
71	crumbs	crumb	NOUN	['F1']

25	al	al	PROPN	['Z1mf', 'Z3c']
26	dente	dente	PROPN	['Z1mf', 'Z3c']
51	bread	bread	NOUN	['F1']
52	crumbs	crumb	NOUN	['F1']
57	oil	oil	NOUN	['T1.3']
58	and	and	CCONJ	['T1.3']
59	salt	salt	NOUN	['T1.3']
77	each	each	DET	['N6+']
78	pile	pile	NOUN	['N6+']
101	oil	oil	NOUN	['T1.3']
102	and	and	CCONJ	['T1.3']
103	cook	cook	NOUN	['T1.3']
110	on	on	ADP	['S8+']
111	each	each	DET	['S8+']
112	side	side	NOUN	['S8+']
118	paper	paper	NOUN	['B4/B5']
119	towels	towel	NOUN	['B4/B5']
142	zest	zest	NOUN	['T1.3']
143	and	and	CCONJ	['T1.3']
144	lime	lime	NOUN	['T1.3']

15	mix	mix	NOUN	['T1.3']
16	and	and	CCONJ	['T1.3']
17	tomato	tomato	NOUN	['T1.3']
41	Cheddar	Cheddar	PROPN	['T1.3']
42	cheese	cheese	NOUN	['T1.3']

79	paper	paper	NOUN	['B4/B5']
80	towels	towel	NOUN	['B4/B5']
83	slice	slice	VERB	['A5.4+']
84	them	they	PRON	['A5.4+']
85	in	in	ADP	['A2.1+']
86	half	half	NOUN	['A2.1+']
137	at	at	ADP	['T1.1.2']
138	a	a	DET	['T1.1.2']
139	time	time	NOUN	['T1.1.2']
144	each	each	DET	['N6+']
145	ingredient	ingredient	NOUN	['N6+']
163	each	each	DET	['N6+']
164	egg	egg	NOUN	['N6+']

16	baking	baking	NOUN	['F1/O2']
17	dish	dish	NOUN	['F1/O2']
37	olive	olive	NOUN	['F1']
38	oil	oil	NOUN	['F1']
52	baking	baking	NOUN	['F1/O2']
53	dish	dish	NOUN	['F1/O2']
81	sriracha	sriracha	NOUN	['F1']
82	sauce	sauce	NOUN	['F1']

35	stems	stem	NOUN	['T1.3']
36	and	and	CCONJ	['T1.3']
37	tear	tear	NOUN	['T1.3']
53	Drizzle	Drizzle	PROPN	['T1.3']
54	kale	kale	NOUN	['T1.3']

14	jalapeno	jalapeno	PROPN	['T1.3']
15	pepper	pepper	NOUN	['T1.3']
25	black	black	ADJ	['F1']
26	pepper	pepper	NOUN	['F1']
142	at	at	ADP	['T1.1.2']
143	a	a	DET	['T1.1.2']
144	time	time	NOUN	['T1.1.2']
155	each	each	DET	['N6+']
156	addition	addition	NOUN	['N6+']
220	black	black	ADJ	['F1']
221	pepper	pepper	NOUN	['F1']
257	Dip	Dip	PROPN	['T1.3']
258	ball	ball	NOUN	['T1.3']
267	bread	bread	NOUN	['F1']
268	crumbs	crumb	NOUN	['F1']
275	plate	plate	NOUN	['T1.3']
276	and	and	CCONJ	['T1.3']
277	repeat	repeat	NOUN	['T1.3']
290	boudin	boudin	PROPN	['T1.3']
291	balls	ball	NOUN	['T1.3']

26	food	food	NOUN	['O2/F1']
27	processor	processor	NOUN	['O2/F1']
29	Pulse	Pulse	PROPN	['T1.3']
30	processor	processor	NOUN	['T1.3']

17	corned	corned	ADJ	['F1']
18	beef	beef	NOUN	['F1']
35	inch	inch	NOUN	['F1']
36	pie	pie	NOUN	['F1']
42	preheated	preheated	ADJ	['T1.3']
43	oven	oven	PROPN	['T1.3']

13	baking	bake	VERB	['F1/O2']
14	sheets	sheet	NOUN	['F1/O2']
37	making	make	VERB	['A5.4+']
38	them	they	PRON	['A5.4+']
54	baking	baking	NOUN	['F1/O2']
55	sheets	sheet	NOUN	['F1/O2']
74	cream	cream	NOUN	['F1']
75	cheese	cheese	NOUN	['F1']
77	cocktail	cocktail	NOUN	['F1']
78	sauce	sauce	NOUN	['F1']
93	tablespoon	tablespoon	NOUN	['Df/A5.1+++mfnc']
94	of	of	ADP	['Df/A5.1+++mfnc']
95	the	the	DET	['Df/A5.1+++mfnc']
96	crab	crab	NOUN	['Df/A5.1+++mfnc']
98	on	on	ADP	['Df']
99	the	the	DET	['Df']
100	large	large	ADJ	['Df']
101	side	side	NOUN	['Df']
103	each	each	DET	['N6+']
104	crescent	crescent	NOUN	['N6+']
109	two	two	NUM	['N1']
110	bottom	bottom	ADJ	['N1']
111	edges	edge	NOUN	['Df/A5.1+++mfnc']
112	of	of	ADP	['Df/A5.1+++mfnc']
113	the	the	DET	['Df/A5.1+++mfnc']
114	triangle	triangle	NOUN	['Df/A5.1+++mfnc']
130	tip	tip	NOUN	['Df/A5.1+++mfnc']
131	of	of	ADP	['Df/A5.1+++mfnc']
132	the	the	DET	['Df/A5.1+++mfnc']
133	triangle	triangle	NOUN	['Df/A5.1+++mfnc']

8	cream	cream	NOUN	['F1']
9	cheese	cheese	NOUN	['F1']
18	ball	ball	NOUN	['T1.3']
19	and	and	CCONJ	['T1.3']
20	roll	roll	NOUN	['T1.3']

7	medium	medium	ADJ	['N3.2']
8	sized	sized	ADJ	['N3.2']
33	food	food	NOUN	['O2/F1']
34	processor	processor	NOUN	['O2/F1']
44	cream	cream	NOUN	['T1.3']
45	and	and	CCONJ	['T1.3']
46	taco	taco	NOUN	['T1.3']

50	heat	heat	NOUN	['Z2']
51	tablespoon	tablespoon	NOUN	['Z2']
52	canola	canola	PROPN	['Z2']
66	jalapeno	jalapeno	PROPN	['T1.3']
67	pepper	pepper	NOUN	['T1.3']
91	brown	brown	ADJ	['F1']
92	sugar	sugar	NOUN	['F1']
106	salt	salt	NOUN	['T1.3']
107	and	and	CCONJ	['T1.3']
108	pepper	pepper	NOUN	['T1.3']
125	using	use	VERB	['A5.4+']
126	your	your	PRON	['A5.4+']
133	on	on	ADP	['A1.1.1']
134	a	a	DET	['A1.1.1']
135	plate	plate	NOUN	['A1.1.1']
139	cup	cup	PROPN	['Z1mf', 'Z3c']
140	canola	canola	PROPN	['Z1mf', 'Z3c']
154	potato	potato	NOUN	['F1']
155	cakes	cake	NOUN	['F1']
161	at	at	ADP	['T1.1.2']
162	a	a	DET	['T1.1.2']
163	time	time	NOUN	['T1.1.2']
174	on	on	ADP	['S8+']
175	each	each	DET	['S8+']
176	side	side	NOUN	['S8+']

6	tomato	tomato	NOUN	['F1']
7	sauce	sauce	NOUN	['F1']
15	pepper	pepper	NOUN	['T1.3']
16	and	and	CCONJ	['T1.3']
17	pepperoni	pepperoni	NOUN	['T1.3']
24	on	on	ADP	['S7.1+', 'M6', 'N5++']
25	top	top	NOUN	['S7.1+', 'M6', 'N5++']
38	Place	Place	PROPN	['Z1mf', 'Z3c']
39	bagel	bagel	PROPN	['Z1mf', 'Z3c']

16	upside	upside	ADV	['M6']
17	down	down	ADV	['M6']
96	lettuce	lettuce	NOUN	['T1.3']
97	and	and	CCONJ	['T1.3']
98	tomato	tomato	NOUN	['T1.3']
104	Cheddar	Cheddar	PROPN	['T1.3']
105	cheese	cheese	NOUN	['T1.3']

5	red	red	PROPN	['Z1mf', 'Z3c']
6	bell	bell	PROPN	['Z1mf', 'Z3c']
9	jalapeno	jalapeno	PROPN	['T1.3']
10	pepper	pepper	NOUN	['T1.3']
26	salt	salt	NOUN	['T1.3']
27	and	and	CCONJ	['T1.3']
28	pepper	pepper	NOUN	['T1.3']

36	water	water	NOUN	['T1.3']
37	and	and	CCONJ	['T1.3']
38	place	place	NOUN	['T1.3']
50	Peel	peel	NOUN	['T1.3']
51	and	and	CCONJ	['T1.3']
52	halve	halve	NOUN	['T1.3']
60	whites	white	NOUN	['T1.3']
61	and	and	CCONJ	['T1.3']
62	place	place	NOUN	['T1.3']
70	whites	white	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	yolks	yolk	NOUN	['T1.3']
75	food	food	NOUN	['O2/F1']
76	processor	processor	NOUN	['O2/F1']
80	Dijon	Dijon	PROPN	['T1.3']
81	mustard	mustard	NOUN	['T1.3']
102	egg	egg	NOUN	['F1']
103	whites	white	NOUN	['F1']

84	soy	soy	NOUN	['F1']
85	sauce	sauce	NOUN	['F1']
92	tea	tea	NOUN	['F2']
93	bags	bag	NOUN	['F2']
135	each	each	DET	['N6+']
136	egg	egg	NOUN	['N6+']
144	each	each	DET	['N6+']
145	egg	egg	NOUN	['N6+']
166	egg	egg	NOUN	['F1']
167	yolks	yolk	NOUN	['F1']
177	egg	egg	NOUN	['F1']
178	whites	white	NOUN	['F1']
186	egg	egg	NOUN	['F1']
187	white	white	NOUN	['F1']
190	each	each	DET	['N6+']
191	egg	egg	NOUN	['N6+']

17	bread	bread	NOUN	['F1']
18	crumbs	crumb	NOUN	['F1']
22	Parmesan	Parmesan	PROPN	['F1']
23	cheese	cheese	NOUN	['F1']
59	caps	cap	NOUN	['T1.3']
60	and	and	CCONJ	['T1.3']
61	press	press	NOUN	['T1.3']
81	on	on	ADP	['S7.1+', 'M6', 'N5++']
82	top	top	NOUN	['S7.1+', 'M6', 'N5++']

3	cream	cream	NOUN	['F1']
4	cheese	cheese	NOUN	['F1']

2	skin	skin	NOUN	['T1.3']
3	and	and	CCONJ	['T1.3']
4	bones	bone	NOUN	['T1.3']
19	pepper	pepper	NOUN	['F1']
20	sauce	sauce	NOUN	['F1']
39	salt	salt	NOUN	['T1.3']
40	and	and	CCONJ	['T1.3']
41	pepper	pepper	NOUN	['T1.3']

30	on	on	ADP	['S7.1+', 'M6', 'N5++']
31	top	top	NOUN	['S7.1+', 'M6', 'N5++']
46	peppers	pepper	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	lime	lime	NOUN	['T1.3']
78	Monterey	Monterey	PROPN	['Z1mf', 'Z3c']
79	Jack	Jack	PROPN	['Z1mf', 'Z3c']
85	olives	olive	NOUN	['T1.3']
86	and	and	CCONJ	['T1.3']
87	cilantro	cilantro	NOUN	['T1.3']

12	inch	inch	NOUN	['Df/A5.1+++mfnc']
13	of	of	ADP	['Df/A5.1+++mfnc']
14	the	the	DET	['Df/A5.1+++mfnc']
15	edge	edge	NOUN	['Df/A5.1+++mfnc']
24	onions	onion	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	tomato	tomato	NOUN	['T1.3']

17	baking	baking	NOUN	['F1/O2']
18	sheet	sheet	NOUN	['F1/O2']
33	meat	meat	NOUN	['T1.3']
34	and	and	CCONJ	['T1.3']
35	garlic	garlic	NOUN	['T1.3']
78	tablespoon	tablespoon	NOUN	['Df/A5.1+++mfnc']
79	of	of	ADP	['Df/A5.1+++mfnc']
80	the	the	DET	['Df/A5.1+++mfnc']
81	sausage	sausage	NOUN	['Df/A5.1+++mfnc']

23	Cover	cover	NOUN	['T1.3']
24	and	and	CCONJ	['T1.3']
25	chill	chill	NOUN	['T1.3']

7	food	food	NOUN	['O2/F1']
8	processor	processor	NOUN	['O2/F1']
13	cream	cream	NOUN	['F1']
14	cheese	cheese	NOUN	['F1']
54	cream	cream	NOUN	['F1']
55	cheese	cheese	NOUN	['F1']
61	each	each	DET	['N6+']
62	olive	olive	NOUN	['N6+']
63	so	so	SCONJ	['Z5']
64	that	that	SCONJ	['Z5']
71	each	each	DET	['N6+']
72	olive	olive	NOUN	['N6+']
79	return	return	VERB	['A5.4+']
80	them	they	PRON	['A5.4+']
91	each	each	DET	['N6+']
92	olive	olive	NOUN	['N6+']
94	in	in	ADP	['A2.1+']
95	half	half	NOUN	['A2.1+']
103	cut	cut	NOUN	['M7']
104	side	side	NOUN	['M7']

5	food	food	NOUN	['O2/F1']
6	processor	processor	NOUN	['O2/F1']
31	curry	curry	NOUN	['F1']
32	powder	powder	NOUN	['F1']

30	baking	baking	NOUN	['F1/O2']
31	sheet	sheet	NOUN	['F1/O2']
39	preheated	preheated	ADJ	['T1.3']
40	oven	oven	PROPN	['T1.3']
51	Brie	Brie	PROPN	['T1.3']
52	cheese	cheese	NOUN	['T1.3']
64	each	each	DET	['N6+']
65	round	round	NOUN	['N6+']
68	slice	slice	NOUN	['Z2', 'Z3c']
69	of	of	ADP	['Z2', 'Z3c']
70	Brie	Brie	PROPN	['Z2', 'Z3c']
117	olive	olive	NOUN	['F1']
118	oil	oil	NOUN	['F1']
150	on	on	ADP	['S7.1+', 'M6', 'N5++']
151	top	top	NOUN	['S7.1+', 'M6', 'N5++']
153	each	each	DET	['N6+']
154	crostini	crostini	NOUN	['N6+']
160	red	red	PROPN	['T1.3']
161	pepper	pepper	NOUN	['T1.3']

53	wrap	wrap	NOUN	['T1.3']
54	and	and	CCONJ	['T1.3']
55	refrigerate	refrigerate	NOUN	['T1.3']
91	baking	bake	VERB	['F1/O2']
92	sheet	sheet	NOUN	['F1/O2']
113	sauce	sauce	NOUN	['T1.3']
114	and	and	CCONJ	['T1.3']
115	syrup	syrup	NOUN	['T1.3']
120	brown	brown	ADJ	['F1']
121	sugar	sugar	NOUN	['F1']
209	no	no	ADV	['T2-']
210	longer	long	ADV	['T2-']
246	plate	plate	NOUN	['O4.1']
247	lined	line	VERB	['O4.1']
250	paper	paper	NOUN	['B4/B5']
251	towel	towel	NOUN	['B4/B5']
258	each	each	DET	['N6+']
259	chicken	chicken	NOUN	['N6+']
265	mixture	mixture	NOUN	['T1.3']
266	and	and	CCONJ	['T1.3']
267	place	place	NOUN	['T1.3']
271	baking	baking	NOUN	['F1/O2']
272	sheet	sheet	NOUN	['F1/O2']

3	cream	cream	NOUN	['F1']
4	cheese	cheese	NOUN	['F1']
6	Cheddar	Cheddar	PROPN	['T1.3']
7	cheese	cheese	NOUN	['T1.3']
40	sides	side	NOUN	['Df/A5.1+++mfnc']
41	of	of	ADP	['Df/A5.1+++mfnc']
42	the	the	DET	['Df/A5.1+++mfnc']
43	mixing	mixing	NOUN	['Df/A5.1+++mfnc']
50	relish	relish	NOUN	['T1.3']
51	and	and	CCONJ	['T1.3']
52	pimentos	pimento	NOUN	['T1.3']
56	at	at	ADV	['A13.7']
57	least	least	ADV	['A13.7']

25	salt	salt	NOUN	['T1.3']
26	and	and	CCONJ	['T1.3']
27	pepper	pepper	NOUN	['T1.3']
49	baking	baking	NOUN	['F1/O2']
50	sheet	sheet	NOUN	['F1/O2']
58	all	all	DET	['N5.1+']
59	the	the	DET	['N5.1+']
60	way	way	NOUN	['N5.1+']
61	through	through	ADV	['N5.1+']

5	food	food	NOUN	['O2/F1']
6	processor	processor	NOUN	['O2/F1']
10	cottage	cottage	NOUN	['F1']
11	cheese	cheese	NOUN	['F1']

9	cottage	cottage	NOUN	['F1']
10	cheese	cheese	NOUN	['F1']
15	blue	blue	ADJ	['F1']
16	cheese	cheese	NOUN	['F1']
19	onions	onion	NOUN	['T1.3']
20	and	and	CCONJ	['T1.3']
21	dill	dill	NOUN	['T1.3']
24	Cover	cover	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	chill	chill	NOUN	['T1.3']

18	cranberries	cranberry	NOUN	['T1.3']
19	and	and	CCONJ	['T1.3']
20	sugar	sugar	NOUN	['T1.3']

21	Combine	Combine	PROPN	['T1.3']
22	cornmeal	cornmeal	NOUN	['T1.3']
27	Cajun	Cajun	PROPN	['T1.3']
28	seasoning	seasoning	NOUN	['T1.3']
30	black	black	ADJ	['F1']
31	pepper	pepper	NOUN	['F1']
54	at	at	ADP	['T1.1.2']
55	a	a	DET	['T1.1.2']
56	time	time	NOUN	['T1.1.2']

25	glutamate	glutamate	NOUN	['T1.3']
26	and	and	CCONJ	['T1.3']
27	parsley	parsley	NOUN	['T1.3']
40	flavor	flavor	NOUN	['Df/A5.1+++mfnc']
41	of	of	ADP	['Df/A5.1+++mfnc']
42	the	the	DET	['Df/A5.1+++mfnc']
43	herbs	herb	NOUN	['Df/A5.1+++mfnc']

21	cream	cream	NOUN	['F1']
22	cheese	cheese	NOUN	['F1']
24	half	half	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	half	half	NOUN	['T1.3']
42	pepper	pepper	NOUN	['T1.3']
43	and	and	CCONJ	['T1.3']
44	nutmeg	nutmeg	NOUN	['T1.3']
52	inch	inch	NOUN	['F1']
53	pie	pie	NOUN	['F1']

29	baking	baking	NOUN	['F1/O2']
30	sheet	sheet	NOUN	['F1/O2']
76	place	place	VERB	['A5.4+']
77	them	they	PRON	['A5.4+']
81	of	of	ADP	['N6+', 'T1.2']
82	a	a	DET	['N6+', 'T1.2']
83	blender	blender	NOUN	['N6+', 'T1.2']
85	food	food	NOUN	['O2/F1']
86	processor	processor	NOUN	['O2/F1']
119	soy	soy	NOUN	['F1']
120	sauce	sauce	NOUN	['F1']
122	brown	brown	ADJ	['F1']
123	sugar	sugar	NOUN	['F1']
184	soy	soy	NOUN	['F1']
185	sauce	sauce	NOUN	['F1']

13	stems	stem	VERB	['A2.2']
14	from	from	ADP	['A2.2']
15	jalapeno	jalapeno	PROPN	['T1.3']
16	peppers	pepper	NOUN	['T1.3']
52	each	each	DET	['N6+']
53	pepper	pepper	NOUN	['N6+']
83	Grill	Grill	PROPN	['T1.3']
84	bacon	bacon	NOUN	['T1.3']
96	no	no	ADV	['T2-']
97	longer	long	ADV	['T2-']

1	Combine	Combine	PROPN	['T1.3']
2	popcorn	popcorn	NOUN	['T1.3']
6	olive	olive	NOUN	['F1']
7	oil	oil	NOUN	['F1']
52	olive	olive	NOUN	['F1']
53	oil	oil	NOUN	['F1']
69	Parmesan	Parmesan	PROPN	['F1']
70	cheese	cheese	NOUN	['F1']

2	water	water	NOUN	['T1.3']
3	and	and	CCONJ	['T1.3']
4	quinoa	quinoa	NOUN	['T1.3']
48	baking	bake	VERB	['F1/O2']
49	sheet	sheet	NOUN	['F1/O2']
61	bread	bread	NOUN	['F1']
62	crumbs	crumb	NOUN	['F1']
67	Colby	Colby	PROPN	['T1.3']
68	cheese	cheese	NOUN	['T1.3']
84	sheets	sheet	NOUN	['T1.3']
85	and	and	CCONJ	['T1.3']
86	press	press	NOUN	['T1.3']
98	bottoms	bottom	NOUN	['Df/A5.1+++mfnc']
99	of	of	ADP	['Df/A5.1+++mfnc']
100	the	the	DET	['Df/A5.1+++mfnc']
101	patties	patty	NOUN	['Df/A5.1+++mfnc']

12	cream	cream	NOUN	['F1']
13	cheese	cheese	NOUN	['F1']
48	Cheddar	Cheddar	PROPN	['T1.3']
49	cheese	cheese	NOUN	['T1.3']
53	Parmesan	Parmesan	PROPN	['F1']
54	cheese	cheese	NOUN	['F1']
64	baking	baking	NOUN	['F1/O2']
65	dish	dish	NOUN	['F1/O2']
84	baking	bake	VERB	['F1/O2']
85	dish	dish	NOUN	['F1/O2']

13	baking	bake	VERB	['F1/O2']
14	sheet	sheet	NOUN	['F1/O2']
43	shape	shape	NOUN	['Df/A5.1+++mfnc']
44	of	of	ADP	['Df/A5.1+++mfnc']
45	the	the	DET	['Df/A5.1+++mfnc']
46	slices	slice	NOUN	['Df/A5.1+++mfnc']
56	egg	egg	NOUN	['T1.3']
57	and	and	CCONJ	['T1.3']
58	water	water	NOUN	['T1.3']
74	at	at	ADP	['T1.1.2']
75	a	a	DET	['T1.1.2']
76	time	time	NOUN	['T1.1.2']
79	egg	egg	NOUN	['T1.3']
80	and	and	CCONJ	['T1.3']
81	water	water	NOUN	['T1.3']
89	One	one	NUM	['N5-']
90	by	by	ADP	['N5-']
91	one	one	NUM	['N5-']
104	baking	baking	NOUN	['F1/O2']
105	sheet	sheet	NOUN	['F1/O2']
119	Parmesan	Parmesan	PROPN	['F1']
120	cheese	cheese	NOUN	['F1']
131	preheated	preheated	ADJ	['T1.3']
132	oven	oven	PROPN	['T1.3']

8	Worcestershire	Worcestershire	PROPN	['T1.3']
9	sauce	sauce	NOUN	['T1.3']

17	baking	baking	NOUN	['F1/O2']
18	dish	dish	NOUN	['F1/O2']
27	sunflower	sunflower	NOUN	['L3']
28	seeds	seed	NOUN	['L3']
34	food	food	NOUN	['O2/F1']
35	processor	processor	NOUN	['O2/F1']
65	Moisten	moisten	VERB	['A5.4+']
66	your	your	PRON	['A5.4+']
96	baking	baking	NOUN	['F1/O2']
97	dish	dish	NOUN	['F1/O2']
111	up	up	ADP	['Z5', 'X6+']
112	to	to	ADP	['Z5', 'X6+']

20	each	each	DET	['N6+']
21	tomato	tomato	NOUN	['N6+']
31	side	side	NOUN	['M6', 'T1.1.2', 'S5+']
32	by	by	ADP	['M6', 'T1.1.2', 'S5+']
33	side	side	NOUN	['M6', 'T1.1.2', 'S5+']
61	paper	paper	NOUN	['B4/B5']
62	towel	towel	NOUN	['B4/B5']
73	black	black	ADJ	['F1']
74	pepper	pepper	NOUN	['F1']

19	each	each	DET	['N6+']
20	tortilla	tortilla	NOUN	['N6+']
34	cole	cole	PROPN	['Z1mf', 'Z3c']
35	slaw	slaw	PROPN	['Z1mf', 'Z3c']
40	each	each	DET	['N6+']
41	tortilla	tortilla	NOUN	['N6+']
46	corned	corned	ADJ	['F1']
47	beef	beef	NOUN	['F1']
50	cole	cole	PROPN	['Z1mf', 'Z3c']
51	slaw	slaw	PROPN	['Z1mf', 'Z3c']

8	position	position	NOUN	['T1.3']
9	and	and	CCONJ	['T1.3']
10	heat	heat	NOUN	['T1.3']
