Index	Text	Lemma	POS	USAS Tags
151	tortillas	tortillas	PROPN	['Z1mf', 'Z3c']
152	in	in	ADP	['Z5']
153	the	the	DET	['Z5']
154	preheated	preheated	ADJ	['N4/O4.6+']
155	oven	oven	NOUN	['O2/F1']
156	for	for	ADP	['Z5']
157	to	to	ADP	['Z5']
158	minutes	minute	NOUN	['T1.3', 'Q1.2']
159	or	or	CCONJ	['Z5']
160	until	until	ADP	['Z5']
161	tortillas	tortilla	NOUN	['F1']
162	are	be	AUX	['A3+', 'Z5']
163	a	a	DET	['Z5']
164	little	little	ADJ	['N3.2-', 'T3-', 'N3.7-', 'N3.3-', 'T1.3-', 'A11.1-']
165	crispy	crispy	NOUN	['O4.5']
166	and	and	CCONJ	['Z5']
167	golden	golden	ADJ	['T1.3']
168	brown	brown	PROPN	['T1.3']
169	.	.	PUNCT	['PUNCT']

1	Spread	spread	VERB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
2	cream	cream	NOUN	['F1']
3	cheese	cheese	NOUN	['F1']
4	over	over	ADP	['Z5']
5	a	a	DET	['Z5']
6	meat	meat	NOUN	['F1', 'A4.2+']
7	slice	slice	NOUN	['O2', 'N5.1-']
8	to	to	PART	['Z5']
9	cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
10	.	.	PUNCT	['PUNCT']
11	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
12	a	a	DET	['Z5']
13	pickle	pickle	NOUN	['F1', 'A12-']
14	piece	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
15	on	on	ADP	['Z5']
16	one	one	NUM	['N1', 'T3', 'T1.2']
17	end	end	NOUN	['M6', 'T2-', 'O2', 'X7+', 'N4']
18	,	,	PUNCT	['PUNCT']
19	and	and	CCONJ	['Z5']
20	roll	roll	VERB	['M1', 'M2', 'A1.1.1']
21	the	the	DET	['Z5']
22	meat	meat	NOUN	['F1', 'A4.2+']
23	up	up	ADP	['Z5']
24	.	.	PUNCT	['PUNCT']
25	Repeat	repeat	VERB	['N6+', 'Q2.1/N6+', 'F1/B1@']
26	with	with	ADP	['Z5']
27	remaining	remain	VERB	['T2++', 'M8', 'N5.2+']
28	ingredients	ingredient	NOUN	['O1']
29	.	.	PUNCT	['PUNCT']
30	Cut	cut	VERB	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
31	into	into	ADP	['Z5']
32	/	/	SYM	['Z99']
33	inch	inch	NOUN	['N3.7']
34	pieces	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
35	,	,	PUNCT	['PUNCT']
36	and	and	CCONJ	['Z5']
37	chill	chill	NOUN	['O4.6-', 'B2-']
38	until	until	ADP	['Z5']
39	ready	ready	ADJ	['O4.1', 'A1.2+', 'X7+', 'T2+', 'A9+/A12+', 'X9.1+']
40	to	to	PART	['Z5']
41	serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
42	.	.	PUNCT	['PUNCT']

1	Mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
2	the	the	DET	['Z5']
3	dry	dry	ADJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
4	ranch	ranch	NOUN	['M7/F4']
5	salad	salad	VERB	['F1']
6	dressing	dressing	NOUN	['B5', 'F1', 'B3', 'O4.1']
7	mix	mix	NOUN	['O1.1', 'A6.3+', 'S1.1.3+']
8	,	,	PUNCT	['PUNCT']
9	mayonnaise	mayonnaise	NOUN	['F1']
10	,	,	PUNCT	['PUNCT']
11	and	and	CCONJ	['Z5']
12	milk	milk	NOUN	['F2', 'O1.2']
13	in	in	ADP	['Z5']
14	a	a	DET	['Z5']
15	bowl	bowl	NOUN	['O2']
16	.	.	PUNCT	['PUNCT']
17	Beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
18	in	in	ADP	['Z5']
19	the	the	DET	['Z5']
20	cream	cream	NOUN	['F1']
21	cheese	cheese	NOUN	['F1']
22	with	with	ADP	['Z5']
23	an	an	DET	['Z5']
24	electric	electric	ADJ	['O3']
25	mixer	mixer	NOUN	['O3', 'S1.1.3+/S2mf', 'F2', 'K3', 'A2.1+/S2mf']
26	until	until	ADP	['Z5']
27	smooth	smooth	ADJ	['O4.5']
28	.	.	PUNCT	['PUNCT']
29	Mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
30	in	in	ADP	['Z5']
31	Cheddar	Cheddar	PROPN	['T1.3']
32	cheese	cheese	NOUN	['T1.3']
33	.	.	PUNCT	['PUNCT']
34	Cover	cover	NOUN	['O2', 'A10-', 'Q4.1', 'B5', 'I1.1', 'H5']
35	bowl	bowl	NOUN	['O2']
36	with	with	ADP	['Z5']
37	plastic	plastic	NOUN	['O1.1']
38	wrap	wrap	NOUN	['B5', 'Y2%']
39	,	,	PUNCT	['PUNCT']
40	and	and	CCONJ	['Z5']
41	freeze	freeze	VERB	['O4.6-', 'M8', 'T2-', 'E5-']
42	minutes	minute	NOUN	['T1.3', 'Q1.2']
43	.	.	PUNCT	['PUNCT']
44	Divide	divide	VERB	['A6.1-', 'A9-/N5.1', 'N2']
45	mixture	mixture	NOUN	['O1.1', 'A6.3+']
46	in	in	ADP	['A2.1+']
47	half	half	NOUN	['A2.1+']
48	,	,	PUNCT	['PUNCT']
49	and	and	CCONJ	['Z5']
50	shape	shape	NOUN	['O4.4']
51	into	into	ADP	['Z5']
52	balls	ball	NOUN	['O2/O4.4', 'K5.1', 'B1', 'K1']
53	.	.	PUNCT	['PUNCT']
54	Roll	roll	VERB	['M1', 'M2', 'A1.1.1']
55	each	each	DET	['N6+']
56	ball	ball	NOUN	['N6+']
57	in	in	ADP	['Z5']
58	almonds	almond	NOUN	['L3', 'F1/L3']
59	to	to	ADP	['Z5']
60	coat	coat	NOUN	['B5', 'O2']
61	.	.	PUNCT	['PUNCT']
62	Cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
63	and	and	CCONJ	['Z5']
64	refrigerate	refrigerate	VERB	['Z99']
65	balls	ball	NOUN	['O2/O4.4', 'K5.1', 'B1', 'K1']
66	until	until	ADP	['Z5']
67	ready	ready	ADJ	['O4.1', 'A1.2+', 'X7+', 'T2+', 'A9+/A12+', 'X9.1+']
68	to	to	PART	['Z5']
69	serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
70	.	.	PUNCT	['PUNCT']

1	Soak	soak	VERB	['O1.2', 'B4']
2	rice	rice	NOUN	['F1']
3	in	in	ADP	['Z5']
4	cold	cold	ADJ	['O4.6-', 'S1.2.1-', 'E1-', 'A1.1.1']
5	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
6	,	,	PUNCT	['PUNCT']
7	and	and	CCONJ	['Z5']
8	drain	drain	VERB	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
9	.	.	PUNCT	['PUNCT']
10	In	in	ADP	['Z5']
11	a	a	DET	['Z5']
12	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
13	bowl	bowl	NOUN	['O2']
14	,	,	PUNCT	['PUNCT']
15	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
16	together	together	ADV	['S5+', 'T1.1.2', 'M6']
17	the	the	DET	['Z5']
18	ground	ground	NOUN	['M6', 'W3', 'M7', 'O3', 'X2.1']
19	lamb	lamb	PROPN	['L2mfn', 'F1']
20	,	,	PUNCT	['PUNCT']
21	rice	rice	NOUN	['F1']
22	,	,	PUNCT	['PUNCT']
23	allspice	allspice	NOUN	['F1', 'O1.1', 'L3']
24	,	,	PUNCT	['PUNCT']
25	salt	salt	NOUN	['T1.3']
26	and	and	CCONJ	['T1.3']
27	pepper	pepper	NOUN	['T1.3']
28	until	until	ADP	['Z5']
29	well	well	ADV	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
30	blended	blended	ADJ	['A2.1+']
31	.	.	PUNCT	['PUNCT']
32	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
33	about	about	ADP	['Z5']
34	tablespoon	tablespoon	NOUN	['Df/A5.1+++mfnc']
35	of	of	ADP	['Df/A5.1+++mfnc']
36	the	the	DET	['Df/A5.1+++mfnc']
37	meat	meat	NOUN	['Df/A5.1+++mfnc']
38	mixture	mixture	NOUN	['O1.1', 'A6.3+']
39	onto	onto	ADP	['Z5']
40	the	the	DET	['Z5']
41	center	center	NOUN	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
42	of	of	ADP	['Z5']
43	each	each	DET	['N6+']
44	leaf	leaf	NOUN	['N6+']
45	.	.	PUNCT	['PUNCT']
46	Fold	fold	VERB	['A1.1.1', 'T2-']
47	the	the	DET	['Z5']
48	leaf	leaf	NOUN	['L3', 'Q1.2']
49	over	over	ADP	['Z5']
50	once	once	ADV	['N6-', 'T1.1.1']
51	,	,	PUNCT	['PUNCT']
52	turn	turn	VERB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
53	in	in	ADP	['Z5']
54	the	the	DET	['Z5']
55	edges	edge	NOUN	['O2']
56	on	on	ADP	['S8+']
57	each	each	DET	['S8+']
58	side	side	NOUN	['S8+']
59	,	,	PUNCT	['PUNCT']
60	and	and	CCONJ	['Z5']
61	then	then	ADV	['N4', 'Z5', 'T1.2']
62	roll	roll	VERB	['M1', 'M2', 'A1.1.1']
63	the	the	DET	['Z5']
64	leaf	leaf	NOUN	['L3', 'Q1.2']
65	closed	close	VERB	['A1.1.1', 'A10-', 'T2-']
66	.	.	PUNCT	['PUNCT']
67	Stack	stack	VERB	['M2']
68	the	the	DET	['Z5']
69	leaf	leaf	NOUN	['L3', 'Q1.2']
70	-	-	PUNCT	['PUNCT']
71	rolls	roll	NOUN	['O2', 'F1', 'M1', 'Q1.2']
72	in	in	ADP	['Z5']
73	a	a	DET	['Z5']
74	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
75	pot	pot	NOUN	['O2', 'O1.1', 'I1.1', 'F3']
76	,	,	PUNCT	['PUNCT']
77	covering	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
78	each	each	DET	['N6+']
79	layer	layer	NOUN	['N6+']
80	with	with	ADP	['Z5']
81	slices	slice	NOUN	['O2', 'N5.1-']
82	of	of	ADP	['Z5']
83	garlic	garlic	NOUN	['F1', 'L3']
84	.	.	PUNCT	['PUNCT']
85	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
86	just	just	ADV	['A14', 'T3---', 'T1.3-', 'N3.3---']
87	enough	enough	ADJ	['N5+', 'N6+', 'A13.3']
88	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
89	to	to	PART	['Z5']
90	cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
91	the	the	DET	['Z5']
92	rolls	roll	NOUN	['O2', 'F1', 'M1', 'Q1.2']
93	,	,	PUNCT	['PUNCT']
94	then	then	ADV	['N4', 'Z5', 'T1.2']
95	pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
96	in	in	ADP	['Z5']
97	the	the	DET	['Z5']
98	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
99	juice	juice	NOUN	['F2', 'O1.2']
100	.	.	PUNCT	['PUNCT']
101	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
102	the	the	DET	['Z5']
103	olives	olive	NOUN	['F1', 'L3', 'O4.3']
104	to	to	ADP	['Z5']
105	the	the	DET	['Z5']
106	pot	pot	NOUN	['O2', 'O1.1', 'I1.1', 'F3']
107	for	for	ADP	['Z5']
108	flavoring	flavor	VERB	['X3.1', 'F1']
109	,	,	PUNCT	['PUNCT']
110	if	if	SCONJ	['Z7']
111	desired	desire	VERB	['X7+', 'S3.2']
112	.	.	PUNCT	['PUNCT']
113	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
114	a	a	DET	['Z5']
115	plate	plate	NOUN	['O2', 'C1', 'B3']
116	on	on	ADP	['S7.1+', 'M6', 'N5++']
117	top	top	NOUN	['S7.1+', 'M6', 'N5++']
118	of	of	ADP	['Z5']
119	the	the	DET	['Z5']
120	rolls	roll	NOUN	['O2', 'F1', 'M1', 'Q1.2']
121	to	to	PART	['Z5']
122	keep	keep	VERB	['A5.4+']
123	them	they	PRON	['A5.4+']
124	under	under	ADP	['M4']
125	water	water	NOUN	['M4']
126	.	.	PUNCT	['PUNCT']
127	Bring	bring	VERB	['M2', 'A2.2']
128	to	to	ADP	['Z5']
129	a	a	DET	['Z5']
130	boil	boil	NOUN	['B2-', 'O4.6+@']
131	,	,	PUNCT	['PUNCT']
132	then	then	ADV	['N4', 'Z5', 'T1.2']
133	reduce	reduce	VERB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
134	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
135	,	,	PUNCT	['PUNCT']
136	cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
137	and	and	CCONJ	['Z5']
138	simmer	simmer	NOUN	['F1']
139	for	for	ADP	['Z5']
140	hour	hour	NOUN	['T1.3']
141	and	and	CCONJ	['T1.3']
142	minutes	minute	NOUN	['T1.3']
143	.	.	PUNCT	['PUNCT']
144	Taste	taste	VERB	['X3.1', 'F1', 'X2.2']
145	the	the	DET	['Z5']
146	rice	rice	NOUN	['F1']
147	for	for	ADP	['Z5']
148	doneness	doneness	NOUN	['Z99']
149	.	.	PUNCT	['PUNCT']
150	Grape	grape	NOUN	['F1', 'L3']
151	leaves	leave	VERB	['M1', 'M2', 'A1.1.1', 'A1.9', 'A9-', 'T2-']
152	taste	taste	VERB	['X3.1', 'F1', 'X2.2']
153	even	even	ADV	['A13.1']
154	better	well	ADV	['A5.1++', 'G2.2++', 'O4.2++']
155	after	after	ADP	['Z5']
156	sitting	sit	VERB	['M8', 'C1', 'P1', 'G1.1', 'G2.1', 'M6', 'A9+']
157	for	for	ADP	['Z5']
158	several	several	ADJ	['N5']
159	hours	hour	NOUN	['T1.3']
160	.	.	PUNCT	['PUNCT']
161	Serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
162	and	and	CCONJ	['Z5']
163	enjoy	enjoy	VERB	['E2+', 'A9+', 'E4.1+']
164	.	.	PUNCT	['PUNCT']

1	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
2	the	the	DET	['Z5']
3	beet	beet	NOUN	['L3']
4	juice	juice	NOUN	['F2', 'O1.2']
5	into	into	ADP	['Z5']
6	a	a	DET	['Z5']
7	medium	medium	ADJ	['N3.2', 'N3.1']
8	-	-	PUNCT	['PUNCT']
9	size	size	NOUN	['N3.2', 'N5', 'N3.1', 'O4.1']
10	pot	pot	NOUN	['O2', 'O1.1', 'I1.1', 'F3']
11	.	.	PUNCT	['PUNCT']
12	Stir	stir	VERB	['A1.1.1', 'M1']
13	in	in	ADP	['Z5']
14	the	the	DET	['Z5']
15	brown	brown	ADJ	['F1']
16	sugar	sugar	NOUN	['F1']
17	,	,	PUNCT	['PUNCT']
18	vinegar	vinegar	NOUN	['O1.2/F1']
19	,	,	PUNCT	['PUNCT']
20	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
21	,	,	PUNCT	['PUNCT']
22	salt	salt	NOUN	['F1', 'O1.1']
23	,	,	PUNCT	['PUNCT']
24	cloves	clove	NOUN	['F1']
25	,	,	PUNCT	['PUNCT']
26	and	and	CCONJ	['Z5']
27	the	the	DET	['Z5']
28	cinnamon	cinnamon	PROPN	['Z1mf', 'Z3c']
29	stick	stick	PROPN	['Z1mf', 'Z3c']
30	.	.	PUNCT	['PUNCT']
31	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
32	the	the	DET	['Z5']
33	pot	pot	NOUN	['O2', 'O1.1', 'I1.1', 'F3']
34	over	over	ADP	['Z5']
35	a	a	DET	['Z5']
36	medium	medium	ADJ	['N3.2', 'N3.1']
37	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
38	for	for	ADP	['Z5']
39	minutes	minute	NOUN	['T1.3', 'Q1.2']
40	,	,	PUNCT	['PUNCT']
41	stirring	stir	VERB	['A1.1.1', 'M1']
42	occasionally	occasionally	ADV	['N6-']
43	.	.	PUNCT	['PUNCT']
44	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
45	the	the	DET	['Z5']
46	beets	beet	NOUN	['L3']
47	into	into	ADP	['Z5']
48	the	the	DET	['Z5']
49	liquid	liquid	ADJ	['O1.2', 'A2.1+']
50	mixture	mixture	NOUN	['O1.1', 'A6.3+']
51	and	and	CCONJ	['Z5']
52	let	let	VERB	['A5.4+']
53	it	it	PRON	['A5.4+']
54	cook	cook	VERB	['F1']
55	for	for	ADP	['Z5']
56	an	an	DET	['Z5']
57	additional	additional	ADJ	['N5++']
58	minutes	minute	NOUN	['T1.3', 'Q1.2']
59	to	to	PART	['Z5']
60	allow	allow	VERB	['S7.4+', 'S8+', 'X2.1']
61	the	the	DET	['Z5']
62	beets	beet	NOUN	['L3']
63	to	to	PART	['Z5']
64	heat	heat	VERB	['O4.6+']
65	.	.	PUNCT	['PUNCT']
66	Place	place	VERB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
67	the	the	DET	['Z5']
68	hard	hard	ADV	['O4.1', 'X8+', 'X5.2+', 'N5+', 'A12-']
69	cooked	cook	VERB	['F1']
70	eggs	egg	NOUN	['L2', 'F1']
71	(	(	PUNCT	['PUNCT']
72	with	with	ADP	['Z5']
73	the	the	DET	['Z5']
74	shells	shell	NOUN	['L2', 'O2', 'G3']
75	removed	remove	VERB	['M2']
76	)	)	PUNCT	['PUNCT']
77	in	in	ADP	['Z5']
78	a	a	DET	['Z5']
79	container	container	NOUN	['O2']
80	with	with	ADP	['Z5']
81	a	a	DET	['Z5']
82	tight	tight	ADJ	['N3.2-', 'A1.7+', 'N5+', 'O4.4', 'S5+', 'A12-', 'F2+', 'S1.2.2+']
83	-	-	PUNCT	['PUNCT']
84	fitting	fitting	ADJ	['A1.2+']
85	lid	lid	NOUN	['O2']
86	.	.	PUNCT	['PUNCT']
87	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
88	the	the	DET	['Z5']
89	liquid	liquid	NOUN	['T1.3']
90	and	and	CCONJ	['T1.3']
91	beets	beet	NOUN	['T1.3']
92	into	into	ADP	['Z5']
93	the	the	DET	['Z5']
94	container	container	NOUN	['O2']
95	with	with	ADP	['Z5']
96	the	the	DET	['Z5']
97	eggs	egg	NOUN	['L2', 'F1']
98	.	.	PUNCT	['PUNCT']
99	Store	store	VERB	['A9+']
100	the	the	DET	['Z5']
101	container	container	NOUN	['O2']
102	in	in	ADP	['Z5']
103	the	the	DET	['Z5']
104	refrigerator	refrigerator	NOUN	['O4.6-/O3']
105	for	for	ADP	['Z5']
106	approximately	approximately	ADV	['A13.4']
107	days	day	NOUN	['T1.3']
108	before	before	ADP	['Z5']
109	eating	eat	VERB	['F1/B1', 'A1.5.1/N5+']
110	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Line	line	VERB	['A1.1.1']
12	a	a	DET	['Z5']
13	baking	bake	VERB	['F1/O2']
14	sheet	sheet	NOUN	['F1/O2']
15	with	with	ADP	['Z5']
16	parchment	parchment	NOUN	['Z99']
17	paper	paper	NOUN	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
18	.	.	PUNCT	['PUNCT']
19	Beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
20	egg	egg	NOUN	['L2', 'F1']
21	whites	white	NOUN	['T1.3']
22	and	and	CCONJ	['T1.3']
23	vanilla	vanilla	NOUN	['T1.3']
24	extract	extract	NOUN	['N5-', 'O1', 'Q4.2']
25	in	in	ADP	['Z5']
26	a	a	DET	['Z5']
27	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
28	bowl	bowl	NOUN	['O2']
29	;	;	PUNCT	['PUNCT']
30	add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
31	almonds	almond	NOUN	['L3', 'F1/L3']
32	and	and	CCONJ	['Z5']
33	toss	toss	VERB	['M2', 'F1', 'M1']
34	to	to	PART	['Z5']
35	coat	coat	VERB	['A1.1.1/A10-']
36	.	.	PUNCT	['PUNCT']
37	Stir	stir	VERB	['A1.1.1', 'M1']
38	brown	brown	ADJ	['F1']
39	sugar	sugar	NOUN	['F1']
40	,	,	PUNCT	['PUNCT']
41	white	white	ADJ	['T1.3']
42	sugar	sugar	PROPN	['T1.3']
43	,	,	PUNCT	['PUNCT']
44	cinnamon	cinnamon	NOUN	['F1']
45	,	,	PUNCT	['PUNCT']
46	and	and	CCONJ	['Z5']
47	salt	salt	NOUN	['F1', 'O1.1']
48	into	into	ADP	['Z5']
49	almonds	almond	NOUN	['L3', 'F1/L3']
50	until	until	ADP	['Z5']
51	blended	blend	VERB	['A2.1+']
52	.	.	PUNCT	['PUNCT']
53	Spread	spread	VERB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
54	almond	almond	NOUN	['L3', 'F1/L3']
55	mixture	mixture	NOUN	['O1.1', 'A6.3+']
56	into	into	ADP	['Z5']
57	prepared	prepared	ADJ	['X7+', 'O4.1']
58	baking	baking	NOUN	['F1/O2']
59	dish	dish	NOUN	['F1/O2']
60	.	.	PUNCT	['PUNCT']
61	Bake	Bake	PROPN	['F1', 'O4.6']
62	in	in	ADP	['Z5']
63	preheated	preheated	ADJ	['T1.3']
64	oven	oven	PROPN	['T1.3']
65	,	,	PUNCT	['PUNCT']
66	stirring	stir	VERB	['A1.1.1', 'M1']
67	every	every	DET	['N5.1+']
68	minutes	minute	NOUN	['T1.3', 'Q1.2']
69	,	,	PUNCT	['PUNCT']
70	until	until	ADP	['Z5']
71	coating	coat	VERB	['A1.1.1/A10-']
72	is	be	AUX	['A3+', 'Z5']
73	dry	dry	ADJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
74	,	,	PUNCT	['PUNCT']
75	about	about	ADP	['Z5']
76	minutes	minute	NOUN	['T1.3', 'Q1.2']
77	.	.	PUNCT	['PUNCT']

1	Stir	stir	VERB	['A1.1.1', 'M1']
2	the	the	DET	['Z5']
3	corn	corn	NOUN	['F1', 'B2-']
4	,	,	PUNCT	['PUNCT']
5	orange	orange	PROPN	['Z1mf', 'Z3c']
6	bell	bell	PROPN	['Z1mf', 'Z3c']
7	pepper	pepper	NOUN	['F1']
8	,	,	PUNCT	['PUNCT']
9	jalapeno	jalapeno	PROPN	['T1.3']
10	pepper	pepper	NOUN	['T1.3']
11	,	,	PUNCT	['PUNCT']
12	red	red	ADJ	['O4.3', 'G1.2']
13	onion	onion	NOUN	['F1']
14	,	,	PUNCT	['PUNCT']
15	cilantro	cilantro	NOUN	['Z99']
16	,	,	PUNCT	['PUNCT']
17	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
18	juice	juice	NOUN	['F2', 'O1.2']
19	,	,	PUNCT	['PUNCT']
20	crushed	crush	VERB	['A1.1.2', 'A1.1.1', 'X9.2+/G3', 'S7.1+']
21	red	red	ADJ	['O4.3', 'G1.2']
22	pepper	pepper	NOUN	['F1']
23	,	,	PUNCT	['PUNCT']
24	honey	honey	NOUN	['F1']
25	,	,	PUNCT	['PUNCT']
26	salt	salt	NOUN	['F1', 'O1.1']
27	,	,	PUNCT	['PUNCT']
28	and	and	CCONJ	['Z5']
29	pepper	pepper	NOUN	['F1']
30	together	together	ADV	['S5+', 'T1.1.2', 'M6']
31	in	in	ADP	['Z5']
32	a	a	DET	['Z5']
33	bowl	bowl	NOUN	['O2']
34	.	.	PUNCT	['PUNCT']
35	Chill	chill	NOUN	['O4.6-', 'B2-']
36	until	until	ADP	['Z5']
37	ready	ready	ADJ	['O4.1', 'A1.2+', 'X7+', 'T2+', 'A9+/A12+', 'X9.1+']
38	to	to	PART	['Z5']
39	serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
40	.	.	PUNCT	['PUNCT']

1	In	in	ADP	['Z5']
2	a	a	DET	['Z5']
3	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
4	bowl	bowl	NOUN	['O2']
5	,	,	PUNCT	['PUNCT']
6	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
7	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
8	,	,	PUNCT	['PUNCT']
9	cabbage	cabbage	NOUN	['F1']
10	,	,	PUNCT	['PUNCT']
11	carrots	carrot	NOUN	['F1', 'S8+']
12	,	,	PUNCT	['PUNCT']
13	green	green	ADJ	['O4.3', 'W5', 'L3', 'X9.1-']
14	onions	onion	NOUN	['F1']
15	,	,	PUNCT	['PUNCT']
16	green	green	ADJ	['O4.3', 'W5', 'L3', 'X9.1-']
17	beans	bean	NOUN	['F1']
18	,	,	PUNCT	['PUNCT']
19	green	green	ADJ	['T1.3']
20	bell	bell	PROPN	['T1.3']
21	pepper	pepper	NOUN	['T1.3']
22	and	and	CCONJ	['T1.3']
23	zucchini	zucchini	NOUN	['T1.3']
24	.	.	PUNCT	['PUNCT']
25	In	in	ADP	['Z5']
26	a	a	DET	['Z5']
27	separate	separate	ADJ	['A6.1-']
28	bowl	bowl	NOUN	['O2']
29	,	,	PUNCT	['PUNCT']
30	beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
31	together	together	ADV	['S5+', 'T1.1.2', 'M6']
32	eggs	egg	NOUN	['L2', 'F1']
33	,	,	PUNCT	['PUNCT']
34	flour	flour	NOUN	['F1']
35	,	,	PUNCT	['PUNCT']
36	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
37	stock	stock	NOUN	['T1.3']
38	and	and	CCONJ	['T1.3']
39	soy	soy	NOUN	['T1.3']
40	sauce	sauce	NOUN	['F1', 'S1.2.4-']
41	.	.	PUNCT	['PUNCT']
42	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
43	batter	batter	NOUN	['F1']
