Index	Text	Lemma	POS
138	paper	paper	NN
139	towels	towel	NNS
140	and	and	CC
141	serve	serve	VB
142	hot	hot	JJ
143	.	.	.

1	Cook	cook	VB
2	and	and	CC
3	stir	stir	VB
4	the	the	DT
5	ground	ground	NN
6	beef	beef	NN
7	and	and	CC
8	onion	onion	NN
9	in	in	IN
10	a	a	DT
11	skillet	skillet	NN
12	over	over	IN
13	medium	medium	JJ
14	heat	heat	NN
15	,	,	,
16	breaking	break	VBG
17	the	the	DT
18	meat	meat	NN
19	up	up	RP
20	into	into	IN
21	crumbles	crumble	VBZ
22	as	as	IN
23	it	it	PRP
24	cooks	cook	NNS
25	,	,	,
26	until	until	IN
27	the	the	DT
28	meat	meat	NN
29	is	be	VBZ
30	well	well	RB
31	browned	brown	VBN
32	,	,	,
33	about	about	IN
34	minutes	minute	NNS
35	.	.	.
36	Drain	drain	VB
37	the	the	DT
38	fat	fat	NN
39	from	from	IN
40	the	the	DT
41	beef	beef	NN
42	in	in	IN
43	a	a	DT
44	colander	colander	NN
45	.	.	.
46	Return	return	VB
47	beef	beef	NN
48	to	to	IN
49	skillet	skillet	NN
50	,	,	,
51	and	and	CC
52	stir	stir	NN
53	in	in	IN
54	sour	sour	JJ
55	cream	cream	NN
56	,	,	,
57	ketchup	ketchup	NN
58	,	,	,
59	salt	salt	NN
60	,	,	,
61	and	and	CC
62	garlic	garlic	NN
63	powder	powder	NN
64	.	.	.
65	Bring	bring	VB
66	the	the	DT
67	mixture	mixture	NN
68	to	to	IN
69	a	a	DT
70	simmer	simmer	VB
71	,	,	,
72	reduce	reduce	VB
73	heat	heat	NN
74	,	,	,
75	and	and	CC
76	simmer	simmer	VB
77	while	while	IN
78	you	you	PRP
79	make	make	VBP
80	the	the	DT
81	pockets	pocket	NNS
82	.	.	.
83	Preheat	preheat	JJ
84	oven	oven	NN
85	to	to	IN
86	degrees	degree	NNS
87	F	f	NN
88	(	(	-LRB-
89	degrees	degree	NNS
90	C	c	NN
91	)	)	-RRB-
92	.	.	.
93	Unroll	unroll	VB
94	the	the	DT
95	biscuits	biscuit	NNS
96	on	on	IN
97	a	a	DT
98	floured	floured	JJ
99	work	work	NN
100	surface	surface	NN
101	,	,	,
102	and	and	CC
103	lightly	lightly	RB
104	roll	roll	VB
105	each	each	DT
106	biscuit	biscuit	NN
107	out	out	RP
108	to	to	IN
109	a	a	DT
110	square	square	JJ
111	about	about	IN
112	inches	inch	NNS
113	on	on	IN
114	a	a	DT
115	side	side	NN
116	.	.	.
117	Arrange	arrange	VB
118	the	the	DT
119	squares	square	NNS
120	on	on	IN
121	a	a	DT
122	baking	baking	NN
123	sheet	sheet	NN
124	.	.	.
125	Spoon	spoon	VB
126	to	to	TO
127	tablespoons	tablespoon	NNS
128	of	of	IN
129	the	the	DT
130	beef	beef	NN
131	mixture	mixture	NN
132	into	into	IN
133	the	the	DT
134	center	center	NN
135	of	of	IN
136	each	each	DT
137	square	square	NN
138	,	,	,
139	and	and	CC
140	fold	fold	VB
141	a	a	DT
142	corner	corner	NN
143	over	over	IN
144	to	to	TO
145	meet	meet	VB
146	its	its	PRP$
147	opposite	opposite	JJ
148	corner	corner	NN
149	,	,	,
150	making	make	VBG
151	a	a	DT
152	triangle	triangle	NN
153	.	.	.
154	Seal	seal	VB
155	the	the	DT
156	edges	edge	NNS
157	with	with	IN
158	a	a	DT
159	fork	fork	NN
160	,	,	,
161	and	and	CC
162	cut	cut	VBD
163	three	three	CD
164	small	small	JJ
165	slits	slit	NNS
166	into	into	IN
167	the	the	DT
168	top	top	NN
169	of	of	IN
170	each	each	DT
171	pocket	pocket	NN
172	.	.	.
173	Bake	bake	VB
174	in	in	IN
175	the	the	DT
176	preheated	preheated	JJ
177	oven	oven	NN
178	until	until	IN
179	golden	golden	JJ
180	brown	brown	JJ
181	,	,	,
182	to	to	IN
183	minutes	minute	NNS
184	.	.	.
185	Brush	Brush	NNP
186	each	each	DT
187	pocket	pocket	NN
188	with	with	IN
189	melted	melt	VBN
190	butter	butter	NN
191	.	.	.

1	Preheat	preheat	VB
2	your	you	PRP$
3	ovens	oven	NNS
4	broiler	broiler	NN
5	.	.	.
6	Crumble	crumble	VB
7	the	the	DT
8	sausage	sausage	NN
9	into	into	IN
10	a	a	DT
11	large	large	JJ
12	skillet	skillet	NN
13	over	over	IN
14	medium	medium	JJ
15	heat	heat	NN
16	.	.	.
17	Cook	cook	VB
18	and	and	CC
19	stir	stir	VB
20	until	until	IN
21	no	no	DT
22	longer	long	JJR
23	pink	pink	NN
24	;	;	:
25	drain	drain	NN
26	.	.	.
27	Arrange	arrange	VB
28	the	the	DT
29	tortilla	tortilla	NN
30	chips	chip	NNS
31	on	on	IN
32	a	a	DT
33	baking	baking	NN
34	sheet	sheet	NN
35	.	.	.
36	Top	top	JJ
37	with	with	IN
38	sausage	sausage	NN
39	,	,	,
40	pepperoni	pepperoni	NN
41	,	,	,
42	mozzarella	mozzarella	NN
43	cheese	cheese	NN
44	,	,	,
45	and	and	CC
46	banana	banana	NN
47	peppers	pepper	NNS
48	.	.	.
49	Place	place	VB
50	nachos	nacho	NNS
51	under	under	IN
52	the	the	DT
53	preheated	preheated	JJ
54	broiler	broiler	NN
55	until	until	IN
56	the	the	DT
57	cheese	cheese	NN
58	is	be	VBZ
59	melted	melt	VBN
60	,	,	,
61	to	to	IN
62	minutes	minute	NNS
63	.	.	.
64	Serve	serve	VB
65	with	with	IN
66	pizza	pizza	NN
67	sauce	sauce	NN
68	for	for	IN
69	dipping	dipping	NN
70	.	.	.

1	Mix	mix	VB
2	together	together	RB
3	ranch	ranch	NN
4	dressing	dress	VBG
5	mix	mix	NN
6	,	,	,
7	garlic	garlic	NN
8	powder	powder	NN
9	,	,	,
10	dill	dill	NN
11	and	and	CC
12	vegetable	vegetable	NN
13	oil	oil	NN
14	.	.	.
15	Add	add	VB
16	crackers	cracker	NNS
17	and	and	CC
18	mix	mix	NN
19	gently	gently	RB
20	until	until	IN
21	the	the	DT
22	crackers	cracker	NNS
23	are	be	VBP
24	coated	coat	VBN
25	with	with	IN
26	the	the	DT
27	mixture	mixture	NN
28	.	.	.
29	Stir	stir	VB
30	every	every	DT
31	minutes	minute	NNS
32	for	for	IN
33	hour	hour	NN
34	.	.	.
35	Store	store	NN
36	in	in	IN
37	an	a	DT
38	airtight	airtight	JJ
39	jar	jar	NN
40	.	.	.

1	Bring	bring	VB
2	a	a	DT
3	large	large	JJ
4	pot	pot	NN
5	of	of	IN
6	lightly	lightly	RB
7	salted	salt	VBN
8	water	water	NN
9	to	to	IN
10	a	a	DT
11	boil	boil	NN
12	.	.	.
13	Cook	cook	VB
14	spaghetti	spaghetti	NNS
15	in	in	IN
16	the	the	DT
17	boiling	boiling	JJ
18	water	water	NN
19	,	,	,
20	stirring	stir	VBG
21	occasionally	occasionally	RB
22	until	until	IN
23	cooked	cook	VBN
24	through	through	RB
25	but	but	CC
26	firm	firm	NN
27	to	to	IN
28	the	the	DT
29	bite	bite	NN
30	,	,	,
31	about	about	IN
32	minutes	minute	NNS
33	.	.	.
34	Drain	drain	VB
35	and	and	CC
36	toss	toss	VB
37	in	in	IN
38	a	a	DT
39	bowl	bowl	NN
40	with	with	IN
41	olive	olive	JJ
42	oil	oil	NN
43	;	;	:
44	refrigerate	refrigerate	VB
45	until	until	IN
46	cooled	cool	VBN
47	,	,	,
48	about	about	IN
49	minutes	minute	NNS
50	.	.	.
51	Preheat	preheat	JJ
52	oven	oven	NN
53	to	to	IN
54	degrees	degree	NNS
55	F	f	NN
56	(	(	-LRB-
57	degrees	degree	NNS
58	C	c	NN
59	)	)	-RRB-
60	.	.	.
61	Spray	spray	NN
62	muffin	muffin	NN
63	cups	cup	NNS
64	with	with	IN
65	cooking	cooking	NN
66	spray	spray	NN
67	.	.	.
68	Toss	toss	VB
69	cooled	cool	VBN
70	spaghetti	spaghetti	NNS
71	with	with	IN
72	cup	cup	NN
73	Parmesan	Parmesan	NN
74	cheese	cheese	NN
75	.	.	.
76	Divide	divide	VB
77	spaghetti	spaghetti	NNS
78	between	between	IN
79	the	the	DT
80	prepared	prepared	JJ
81	muffin	muffin	NN
82	cups	cup	NNS
83	,	,	,
84	arranging	arrange	VBG
85	noodles	noodle	NNS
86	in	in	IN
87	each	each	DT
88	cup	cup	NN
89	to	to	TO
90	create	create	VB
91	nests	nest	NNS
92	for	for	IN
93	the	the	DT
94	meatballs	meatball	NNS
95	.	.	.
96	Top	top	JJ
97	each	each	DT
98	nest	nest	NN
99	with	with	IN
100	tablespoon	tablespoon	NN
101	pasta	pasta	NN
102	sauce	sauce	NN
103	,	,	,
104	meatball	meatball	NN
105	,	,	,
106	and	and	CC
107	more	more	JJR
108	tablespoon	tablespoon	NN
109	pasta	pasta	NN
110	sauce	sauce	NN
111	,	,	,
112	respectively	respectively	RB
113	.	.	.
114	Sprinkle	sprinkle	VB
115	remaining	remain	VBG
116	Parmesan	Parmesan	NNP
117	cheese	cheese	NN
118	over	over	IN
119	the	the	DT
120	tops	top	NNS
121	of	of	IN
122	each	each	DT
123	meatball	meatball	NN
124	nest	nest	NN
125	.	.	.
126	Bake	bake	VB
127	in	in	IN
128	the	the	DT
129	preheated	preheated	JJ
130	oven	oven	NN
131	until	until	IN
132	pasta	pasta	NN
133	and	and	CC
134	meatballs	meatball	NNS
135	are	be	VBP
136	heated	heat	VBN
137	through	through	IN
138	and	and	CC
139	cheese	cheese	NN
140	melts	melt	VBZ
141	,	,	,
142	to	to	IN
143	minutes	minute	NNS
144	.	.	.
145	Cool	cool	UH
146	slightly	slightly	RB
147	before	before	IN
148	transferring	transfer	VBG
149	muffin	muffin	NN
150	bites	bite	NNS
151	to	to	IN
152	a	a	DT
153	serving	serve	VBG
154	platter	platter	NN
155	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Cut	cut	VB
12	a	a	DT
13	/	/	SYM
14	inch	inch	NN
15	crisscross	crisscross	VB
16	on	on	IN
17	the	the	DT
18	flat	flat	JJ
19	side	side	NN
20	of	of	IN
21	each	each	DT
22	nut	nut	NN
23	.	.	.
24	Be	be	VB
25	sure	sure	JJ
26	to	to	TO
27	cut	cut	VB
28	through	through	IN
29	the	the	DT
30	shell	shell	NN
31	to	to	TO
32	prevent	prevent	VB
33	the	the	DT
34	nut	nut	NN
35	from	from	IN
36	exploding	explode	VBG
37	.	.	.
38	Place	place	VB
39	the	the	DT
40	nuts	nut	NNS
41	in	in	IN
42	a	a	DT
43	shallow	shallow	JJ
44	baking	baking	NN
45	pan	pan	NN
46	and	and	CC
47	bake	bake	VB
48	for	for	IN
49	to	to	TO
50	minutes	minute	NNS
51	.	.	,
52	Allow	allow	VB
53	to	to	IN
54	cool	cool	JJ
55	and	and	CC
56	peel	peel	NN
57	off	off	IN
58	the	the	DT
59	shell	shell	NN
60	.	.	.
61	Place	place	VB
62	nuts	nut	NNS
63	in	in	IN
64	a	a	DT
65	skillet	skillet	NN
66	with	with	IN
67	butter	butter	NN
68	and	and	CC
69	saute	saute	NN
70	over	over	IN
71	high	high	JJ
72	heat	heat	NN
73	until	until	IN
74	the	the	DT
75	butter	butter	NN
76	is	be	VBZ
77	melted	melt	VBN
78	and	and	CC
79	the	the	DT
80	chestnuts	chestnut	NNS
81	are	be	VBP
82	well	well	RB
83	coated	coat	VBN
84	.	.	.
85	Place	place	VB
86	skillet	skillet	NN
87	in	in	IN
88	oven	oven	NN
89	and	and	CC
90	roast	roast	NN
91	until	until	IN
92	they	they	PRP
93	are	be	VBP
94	golden	golden	JJ
95	on	on	IN
96	top	top	NN
97	.	.	.
98	Sprinkle	sprinkle	VB
99	with	with	IN
100	salt	salt	NN
101	and	and	CC
102	cinnamon	cinnamon	NN
103	.	.	.

1	Preheat	preheat	VB
2	an	a	DT
3	oven	oven	NN
4	to	to	IN
5	degrees	degree	NNS
6	F	f	NN
7	(	(	-LRB-
8	degrees	degree	NNS
9	C	c	NN
10	)	)	-RRB-
11	.	.	.
12	Mix	mix	VB
13	ground	ground	NN
14	beef	beef	NN
15	,	,	,
16	cracker	cracker	NN
17	crumbs	crumb	NNS
18	,	,	,
19	chopped	chop	VBN
20	onion	onion	NN
21	,	,	,
22	milk	milk	NN
23	,	,	,
24	eggs	egg	NNS
25	,	,	,
26	and	and	CC
27	salt	salt	NN
28	in	in	IN
29	a	a	DT
30	large	large	JJ
31	bowl	bowl	NN
32	.	.	.
33	Roll	roll	VB
34	out	out	RP
35	meatballs	meatball	NNS
36	and	and	CC
37	arrange	arrange	VB
38	on	on	IN
39	a	a	DT
40	baking	baking	NN
41	sheet	sheet	NN
42	with	with	IN
43	a	a	DT
44	rim	rim	NN
45	.	.	.
46	Whisk	whisk	VB
47	together	together	RB
48	the	the	DT
49	ketchup	ketchup	NN
50	,	,	,
51	water	water	NN
52	,	,	,
53	brown	brown	JJ
54	sugar	sugar	NN
55	,	,	,
56	and	and	CC
57	nutmeg	nutmeg	NN
58	in	in	IN
59	a	a	DT
60	bowl	bowl	NN
61	.	.	.
62	Pour	pour	VB
63	mixture	mixture	NN
64	over	over	IN
65	meatballs	meatball	NNS
66	.	.	.
67	Bake	bake	VB
68	in	in	IN
69	the	the	DT
70	preheated	preheated	JJ
71	oven	oven	NN
72	until	until	IN
73	the	the	DT
74	meatballs	meatball	NNS
75	are	be	VBP
76	no	no	RB
77	longer	long	RBR
78	pink	pink	JJ
79	in	in	IN
80	the	the	DT
81	center	center	NN
82	,	,	,
83	about	about	IN
84	minutes	minute	NNS
85	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Line	line	NN
12	baking	baking	NN
13	sheets	sheet	NNS
14	with	with	IN
15	parchment	parchment	NN
16	paper	paper	NN
17	.	.	.
18	Mix	mix	VB
19	together	together	RB
20	the	the	DT
21	sugar	sugar	NN
22	and	and	CC
23	ranch	ranch	NN
24	dressing	dress	VBG
25	mix	mix	NN
26	in	in	IN
27	a	a	DT
28	shallow	shallow	JJ
29	bowl	bowl	NN
30	.	.	.
31	Cut	cut	VB
32	the	the	DT
33	bacon	bacon	NN
34	slices	slice	NNS
35	in	in	IN
36	half	half	PDT
37	the	the	DT
38	short	short	JJ
39	way	way	NN
40	.	.	.
41	Wrap	wrap	VB
42	half	half	PDT
43	a	a	DT
44	bacon	bacon	NN
45	slice	slice	NN
46	around	around	IN
47	each	each	DT
48	chunk	chunk	NN
49	of	of	IN
50	chicken	chicken	NN
51	,	,	,
52	and	and	CC
53	secure	secure	VB
54	it	it	PRP
55	with	with	IN
56	a	a	DT
57	toothpick	toothpick	NN
58	.	.	.
59	Roll	roll	VB
60	the	the	DT
61	bacon-wrapped	bacon-wrapped	JJ
62	chicken	chicken	NN
63	pieces	piece	NNS
64	in	in	IN
65	the	the	DT
66	sugar-ranch	sugar-ranch	NN
67	dressing	dress	VBG
68	mixture	mixture	NN
69	.	.	.
70	Place	place	VB
71	the	the	DT
72	bacon	bacon	NN
73	wraps	wrap	VBZ
74	on	on	IN
75	the	the	DT
76	prepared	prepared	JJ
77	baking	baking	NN
78	sheets	sheet	NNS
79	,	,	,
80	and	and	CC
81	bake	bake	VB
82	in	in	IN
83	the	the	DT
84	preheated	preheated	JJ
85	oven	oven	NN
86	for	for	IN
87	minutes	minute	NNS
88	,	,	,
89	until	until	IN
90	the	the	DT
91	chicken	chicken	NN
92	is	be	VBZ
93	cooked	cook	VBN
94	through	through	IN
95	,	,	,
96	the	the	DT
97	bacon	bacon	NN
98	is	be	VBZ
99	sizzling	sizzle	VBG
100	,	,	,
101	and	and	CC
102	the	the	DT
103	crust	crust	NN
104	is	be	VBZ
105	browned	brown	VBN
106	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	In	in	IN
12	a	a	DT
13	saucepan	saucepan	NN
14	over	over	IN
15	medium	medium	JJ
16	heat	heat	NN
17	,	,	,
18	combine	combine	VB
19	sugar	sugar	NN
20	and	and	CC
21	water	water	NN
22	.	.	.
23	Bring	bring	VB
24	to	to	IN
25	a	a	DT
26	boil	boil	NN
27	,	,	,
28	and	and	CC
29	stir	stir	NN
30	until	until	IN
31	sugar	sugar	NN
32	is	be	VBZ
33	dissolved	dissolve	VBN
34	.	.	.
35	Add	add	VB
36	peanuts	peanut	NNS
37	,	,	,
38	and	and	CC
39	cook	cook	VB
40	stirring	stirring	NN
41	,	,	,
42	over	over	IN
43	medium	medium	JJ
44	heat	heat	NN
45	until	until	IN
46	peanuts	peanut	NNS
47	are	be	VBP
48	evenly	evenly	RB
49	coated	coat	VBN
50	,	,	,
51	and	and	CC
52	no	no	DT
53	syrup	syrup	NN
54	is	be	VBZ
55	left	leave	VBN
56	in	in	IN
57	pan	pan	NN
58	.	.	.
59	Spread	spread	NN
60	nuts	nut	NNS
61	out	out	RP
62	on	on	IN
63	a	a	DT
64	baking	baking	NN
65	sheet	sheet	NN
66	.	.	.
67	Bake	bake	VB
68	in	in	IN
69	preheated	preheated	JJ
70	oven	oven	NN
71	for	for	IN
72	minutes	minute	NNS
73	,	,	,
74	stirring	stir	VBG
75	every	every	DT
76	minutes	minute	NNS
77	to	to	TO
78	evenly	evenly	RB
79	roast	roast	VB
80	peanuts	peanut	NNS
81	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	In	in	IN
12	a	a	DT
13	large	large	JJ
14	frying	fry	VBG
15	pan	pan	NN
16	or	or	CC
17	deep	deep	JJ
18	fryer	fryer	NN
19	,	,	,
20	heat	heat	NN
21	oil	oil	NN
22	to	to	IN
23	degrees	degree	NNS
24	F	f	NN
25	(	(	-LRB-
26	degrees	degree	NNS
27	C	c	NN
28	)	)	-RRB-
29	.	.	.
30	Fry	Fry	NNP
31	wings	wing	NNS
32	for	for	IN
33	approximately	approximately	RB
34	minutes	minute	NNS
35	.	.	.
36	Transfer	transfer	NN
37	wings	wing	NNS
38	to	to	IN
39	a	a	DT
40	paper	paper	NN
41	towel	towel	NN
42	and	and	CC
43	let	let	VB
44	drain	drain	NN
45	.	.	.
46	Season	season	NN
47	with	with	IN
48	salt	salt	NN
49	and	and	CC
50	white	white	JJ
51	pepper	pepper	NN
52	.	.	.
53	After	after	IN
54	the	the	DT
55	wings	wing	NNS
56	have	have	VBP
57	drained	drain	VBN
58	,	,	,
59	place	place	VB
60	them	they	PRP
61	in	in	IN
62	a	a	DT
63	large	large	JJ
64	mixing	mix	VBG
65	bowl	bowl	NN
66	.	.	.
67	In	in	IN
68	a	a	DT
69	small	small	JJ
70	saucepan	saucepan	NN
71	,	,	,
72	melt	melt	VB
73	butter	butter	NN
74	or	or	CC
75	margarine	margarine	NN
76	.	.	.
77	Stir	stir	VB
78	in	in	IN
79	hot	hot	JJ
80	pepper	pepper	NN
81	sauce	sauce	NN
82	.	.	.
83	Pour	pour	VB
84	mixture	mixture	NN
85	over	over	IN
86	chicken	chicken	NN
87	wings	wing	NNS
88	,	,	,
89	toss	toss	VB
90	to	to	IN
91	coat	coat	NN
92	the	the	DT
93	wings	wing	NNS
94	.	.	.
95	Place	place	VB
96	wings	wing	NNS
97	in	in	IN
98	a	a	DT
99	baking	baking	JJ
100	dish	dish	NN
101	.	.	.
102	Bake	bake	VB
103	to	to	TO
104	minutes	minute	NNS
105	.	.	.
106	While	while	IN
107	the	the	DT
108	chicken	chicken	NN
109	wings	wing	NNS
110	are	be	VBP
111	baking	bake	VBG
112	,	,	,
113	make	make	VB
114	the	the	DT
115	blue	blue	JJ
116	cheese	cheese	NN
117	dressing	dressing	NN
118	:	:	:
119	In	in	IN
120	a	a	DT
121	medium	medium	JJ
122	size	size	NN
123	mixing	mix	VBG
124	bowl	bowl	NN
125	,	,	,
126	combine	combine	VB
127	mayonnaise	mayonnaise	NN
128	,	,	,
129	onion	onion	NN
130	,	,	,
131	garlic	garlic	NN
132	,	,	,
133	parsley	parsley	NN
134	,	,	,
135	sour	sour	JJ
136	cream	cream	NN
137	,	,	,
138	lemon	lemon	NN
139	juice	juice	NN
140	,	,	,
141	vinegar	vinegar	NN
142	and	and	CC
143	blue	blue	JJ
144	cheese	cheese	NN
145	.	.	.
146	Blend	blend	VB
147	the	the	DT
148	mixture	mixture	NN
149	well	well	RB
150	.	.	.
151	Arrange	arrange	VB
152	the	the	DT
153	baked	bake	VBN
154	chicken	chicken	NN
155	wings	wing	NNS
156	on	on	IN
157	a	a	DT
158	serving	serve	VBG
159	platter	platter	NN
160	.	.	.
161	Serve	serve	VB
162	with	with	IN
163	blue	blue	JJ
164	cheese	cheese	NN
165	dressing	dressing	NN
166	.	.	.

1	In	in	IN
2	large	large	JJ
3	bowl	bowl	NN
4	,	,	,
5	mix	mix	VB
6	together	together	RB
7	crabmeat	crabmeat	NN
8	,	,	,
9	mayonnaise	mayonnaise	NN
10	,	,	,
11	green	green	JJ
12	onions	onion	NNS
13	,	,	,
14	cilantro	cilantro	NN
15	,	,	,
16	lime	lime	NN
17	juice	juice	NN
18	,	,	,
19	ginger	ginger	NN
20	,	,	,
21	hot	hot	JJ
22	pepper	pepper	NN
23	sauce	sauce	NN
24	,	,	,
25	and	and	CC
26	salt	salt	NN
27	and	and	CC
28	pepper	pepper	NN
29	.	.	.
30	Shape	shape	NN
31	into	into	IN
32	patties	patty	NNS
33	.	.	.
34	In	in	IN
35	a	a	DT
36	shallow	shallow	JJ
37	dish	dish	NN
38	,	,	,
39	lightly	lightly	RB
40	beat	beat	VBD
41	eggs	egg	NNS
42	.	.	.
43	Place	place	VB
44	bread	bread	NN
45	crumbs	crumb	NNS
46	in	in	IN
47	another	another	DT
48	shallow	shallow	JJ
49	dish	dish	NN
50	.	.	.
51	Dip	dip	VB
52	patties	patty	NNS
53	into	into	IN
54	egg	egg	NN
55	,	,	,
56	then	then	RB
57	press	press	NN
58	into	into	IN
59	bread	bread	NN
60	crumbs	crumb	NNS
61	to	to	IN
62	coat	coat	NN
63	all	all	RB
64	over	over	RB
65	.	.	.
66	In	in	IN
67	a	a	DT
68	large	large	JJ
69	skillet	skillet	NN
70	,	,	,
71	heat	heat	NN
72	tablespoons	tablespoon	NNS
73	oil	oil	NN
74	over	over	IN
75	medium	medium	JJ
76	heat	heat	NN
77	.	.	.
78	Cook	cook	VB
79	crab	crab	NN
80	cakes	cake	NNS
81	in	in	IN
82	oil	oil	NN
83	,	,	,
84	adding	add	VBG
85	remaining	remain	VBG
86	oil	oil	NN
87	as	as	IN
88	needed	need	VBN
89	,	,	,
90	for	for	IN
91	minutes	minute	NNS
92	per	per	IN
93	side	side	NN
94	or	or	CC
95	until	until	IN
96	golden	golden	JJ
97	.	.	.

1	Bring	bring	VB
2	the	the	DT
3	rice	rice	NN
4	and	and	CC
5	water	water	NN
6	to	to	IN
7	a	a	DT
8	boil	boil	NN
9	in	in	IN
10	a	a	DT
11	saucepan	saucepan	NN
12	over	over	IN
13	high	high	JJ
14	heat	heat	NN
15	.	.	.
16	Reduce	reduce	VB
17	heat	heat	NN
18	to	to	IN
19	medium-low	medium-low	JJ
20	,	,	,
21	cover	cover	NN
22	,	,	,
23	and	and	CC
24	simmer	simmer	VBP
25	until	until	IN
26	the	the	DT
27	rice	rice	NN
28	is	be	VBZ
29	tender	tender	NN
30	,	,	,
31	and	and	CC
32	the	the	DT
33	liquid	liquid	NN
34	has	have	VBZ
35	been	be	VBN
36	absorbed	absorb	VBN
37	,	,	,
38	to	to	IN
39	minutes	minute	NNS
40	.	.	.
41	Stir	stir	VB
42	in	in	IN
43	rice	rice	NN
44	vinegar	vinegar	NN
45	and	and	CC
46	salt	salt	NN
47	.	.	.
48	Allow	allow	VB
49	to	to	TO
50	cool	cool	VB
51	completely	completely	RB
52	.	.	.
53	Lay	lay	VB
54	out	out	RP
55	seaweed	seaweed	NN
56	sheets	sheet	NNS
57	.	.	.
58	Moisten	Moisten	NNP
59	hands	hand	NNS
60	with	with	IN
61	water	water	NN
62	,	,	,
63	then	then	RB
64	spread	spread	VBD
65	the	the	DT
66	rice	rice	NN
67	evenly	evenly	RB
68	on	on	IN
69	each	each	DT
70	sheet	sheet	NN
71	,	,	,
72	leaving	leave	VBG
73	a	a	DT
74	/	/	HYPH
75	inch	inch	NN
76	gap	gap	NN
77	along	along	IN
78	one	one	CD
79	edge	edge	NN
80	,	,	,
81	lengthwise	lengthwise	RB
82	.	.	.
83	Arrange	arrange	VB
84	strips	strip	NNS
85	of	of	IN
86	cucumber	cucumber	NN
87	,	,	,
88	imitation	imitation	NN
89	crabmeat	crabmeat	NN
90	,	,	,
91	and	and	CC
92	cream	cream	NN
93	cheese	cheese	NN
94	in	in	IN
95	a	a	DT
96	straight	straight	JJ
97	line	line	NN
98	along	along	IN
99	the	the	DT
100	side	side	NN
101	opposite	opposite	NN
102	of	of	IN
103	the	the	DT
104	gap	gap	NN
105	.	.	.
106	Roll	roll	VB
107	the	the	DT
108	sushi	sushi	NN
109	from	from	IN
110	the	the	DT
111	toppings	topping	NNS
112	to	to	IN
113	the	the	DT
114	exposed	expose	VBN
115	end	end	NN
116	of	of	IN
117	the	the	DT
118	the	the	DT
119	seaweed	seaweed	NN
120	sheet	sheet	NN
121	.	.	.
122	Using	use	VBG
123	a	a	DT
124	sharp	sharp	JJ
125	wet	wet	JJ
126	knife	knife	NN
127	,	,	,
128	slice	slice	NN
129	each	each	DT
130	roll	roll	NN
131	into	into	IN
132	or	or	CC
133	pieces	piece	NNS
134	.	.	.
135	Serve	serve	VB
136	with	with	IN
137	minced	mince	VBN
138	ginger	ginger	NN
139	on	on	IN
140	the	the	DT
141	side	side	NN
142	.	.	.

1	Place	Place	NNP
2	garbanzo	garbanzo	NN
3	beans	bean	NNS
4	in	in	IN
5	a	a	DT
6	food	food	NN
7	processor	processor	NN
8	and	and	CC
9	blend	blend	NN
10	into	into	IN
11	a	a	DT
12	spreadable	spreadable	JJ
13	paste	paste	NN
14	.	.	.
15	Mix	mix	VB
16	in	in	IN
17	lemon	lemon	NN
18	juice	juice	NN
19	,	,	,
20	garlic	garlic	NN
21	,	,	,
22	tahini	tahini	NN
23	and	and	CC
24	crushed	crush	VBN
25	red	red	JJ
26	pepper	pepper	NN
27	.	.	.
28	Blend	blend	NN
29	until	until	IN
30	smooth	smooth	JJ
31	,	,	,
32	using	use	VBG
33	more	more	JJR
34	lemon	lemon	NN
35	juice	juice	NN
36	if	if	IN
37	consistency	consistency	NN
38	is	be	VBZ
39	too	too	RB
40	thick	thick	JJ
41	.	.	.

1	Place	Place	NNP
2	cauliflower	cauliflower	NN
3	in	in	IN
4	a	a	DT
5	large	large	JJ
6	bowl	bowl	NN
7	and	and	CC
8	cover	cover	NN
9	with	with	IN
10	Italian	Italian	JJ
11	dressing	dressing	NN
12	.	.	.
13	Cover	cover	NN
14	and	and	CC
15	refrigerate	refrigerate	VBP
16	overnight	overnight	RB
17	.	.	.
18	Drain	drain	NN
19	cauliflower	cauliflower	NN
20	and	and	CC
21	stir	stir	NN
22	in	in	IN
23	mayonnaise	mayonnaise	NN
24	,	,	,
25	bacon	bacon	NN
26	bits	bit	NNS
27	and	and	CC
28	cheese	cheese	NN
29	.	.	.

